,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
D727_y,241.649,239.185,239.185,239.996,238.653,238.235,238.185,238.121,238.001,237.962,237.947,237.916,237.875,237.916,237.968,238.009,238.035,238.05,238.059,238.067,238.075,238.084,238.096,238.109,238.124,238.139,238.154,238.169,238.184,238.198,238.212,238.224,238.237,238.249,238.261,238.272,238.284,238.296,238.308,238.32,238.332,238.343,238.354,238.365,238.376,238.384,238.399,238.407,238.409,238.409
D728_x,322.959,324.429,325.954,327.338,327.478,327.798,327.893,327.905,327.921,328.051,328.128,328.151,328.152,328.16,328.167,328.175,328.183,328.191,328.199,328.207,328.215,328.223,328.232,328.24,328.249,328.258,328.267,328.276,328.285,328.294,328.304,328.313,328.323,328.333,328.343,328.353,328.363,328.373,328.383,328.394,328.404,328.415,328.426,328.437,328.448,328.459,328.47,328.481,328.493,328.504
D728_y,70.8225,64.1393,64.3482,64.0696,64.5706,65.0014,65.1871,65.2479,65.2556,65.2879,65.2658,65.2439,65.2264,65.2085,65.1906,65.1728,65.155,65.1373,65.1197,65.1021,65.0845,65.0671,65.0496,65.0323,65.0149,64.9977,64.9805,64.9634,64.9463,64.9293,64.9124,64.8955,64.8787,64.8619,64.8453,64.8286,64.8121,64.7956,64.7792,64.7629,64.7466,64.7304,64.7142,64.6982,64.6822,64.6663,64.6504,64.6346,64.6189,64.6033
D729_x,31.3956,32.2839,32.4368,32.8114,33.5731,33.9363,34.1522,34.3692,34.472,34.4626,34.4199,34.3659,34.3189,34.279,34.2458,34.2199,34.2008,34.1826,34.164,34.1453,34.1265,34.1076,34.0887,34.0696,34.0505,34.0314,34.0121,33.9928,33.9735,33.954,33.9345,33.9149,33.8953,33.8756,33.8558,33.836,33.8161,33.7961,33.79,33.7754,33.7585,33.7557,33.7479,33.7382,33.7266,33.7154,33.7046,33.6938,33.683,33.6722
D729_y,365.86,364.549,364.339,363.903,362.417,361.896,361.57,361.245,361.018,360.864,360.78,360.731,360.689,360.651,360.619,360.591,360.567,360.543,360.519,360.496,360.472,360.448,360.424,360.4,360.377,360.353,360.329,360.305,360.282,360.258,360.234,360.211,360.187,360.163,360.14,360.116,360.093,360.069,360.047,360.019,359.99,359.984,359.975,359.965,359.954,359.944,359.935,359.925,359.915,359.906
D730_x,206.752,206.732,206.713,206.693,206.658,206.634,206.614,206.594,206.574,206.554,206.535,206.515,206.495,206.475,206.455,206.435,206.415,206.395,206.375,206.355,206.335,206.315,206.296,206.276,206.256,206.236,206.216,206.196,206.176,206.156,206.136,206.116,206.096,206.076,206.056,206.036,206.016,205.996,205.976,205.956,205.936,205.916,205.896,205.876,205.856,205.836,205.816,205.796,205.776,205.756
D730_y,312.271,312.274,312.278,312.281,312.257,312.253,312.256,312.259,312.261,312.264,312.266,312.269,312.271,312.273,312.275,312.277,312.279,312.28,312.282,312.284,312.285,312.286,312.287,312.289,312.29,312.29,312.291,312.292,312.293,312.293,312.294,312.294,312.294,312.294,312.294,312.294,312.294,312.294,312.293,312.293,312.292,312.292,312.291,312.29,312.289,312.288,312.287,312.286,312.284,312.283
D731_x,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2
D731_y,281.348,282.675,283.289,283.486,283.573,283.615,283.633,283.639,283.642,283.644,283.645,283.646,283.646,283.652,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656,283.656
D732_x,127.65,128.706,124.862,121.089,120.91,120.903,120.903,120.692,120.049,119.798,119.783,119.748,119.703,119.741,119.762,119.769,119.766,119.765,119.764,119.762,119.761,119.76,119.759,119.758,119.758,119.759,119.76,119.761,119.763,119.765,119.768,119.771,119.774,119.778,119.782,119.786,119.791,119.795,119.801,119.806,119.812,119.818,119.824,119.829,119.834,119.835,119.833,119.83,119.827,119.824
D732_y,340.072,337.737,336.418,336.313,336.305,336.305,336.305,336.292,336.22,336.187,336.185,336.18,336.18,336.204,336.226,336.242,336.249,336.253,336.255,336.255,336.254,336.252,336.249,336.245,336.239,336.232,336.224,336.215,336.205,336.193,336.18,336.166,336.151,336.134,336.116,336.097,336.077,336.056,336.033,336.009,335.983,335.955,335.928,335.902,335.882,335.87,335.869,335.867,335.865,335.864
D733_x,152.172,152.197,152.223,151.869,151.743,151.558,151.422,151.39,151.394,151.411,151.429,151.455,151.483,151.512,151.542,151.571,151.601,151.63,151.66,151.69,151.72,151.749,151.778,151.808,151.838,151.867,151.897,151.927,151.958,151.988,152.018,152.049,152.08,152.11,152.141,152.172,152.204,152.235,152.266,152.298,152.329,152.361,152.393,152.425,152.457,152.489,152.522,152.554,152.586,152.619
D733_y,233.157,233.146,233.135,234.378,234.907,235.714,236.429,236.722,236.849,236.918,236.98,237.006,237.018,237.025,237.032,237.039,237.046,237.052,237.059,237.065,237.071,237.084,237.096,237.107,237.118,237.13,237.141,237.152,237.163,237.173,237.184,237.194,237.204,237.215,237.225,237.235,237.244,237.254,237.264,237.273,237.282,237.291,237.3,237.309,237.317,237.326,237.334,237.342,237.35,237.358
D734_x,335.947,335.952,335.957,335.962,335.929,335.864,335.813,335.779,335.757,335.744,335.737,335.733,335.733,335.735,335.738,335.74,335.743,335.745,335.749,335.753,335.758,335.763,335.768,335.773,335.778,335.784,335.789,335.794,335.799,335.805,335.81,335.815,335.82,335.826,335.831,335.837,335.842,335.847,335.853,335.858,335.864,335.869,335.875,335.88,335.886,335.891,335.897,335.903,335.908,335.914
D734_y,31.6336,31.6142,31.5949,31.5755,30.9392,30.7813,30.6453,30.5445,30.4661,30.4059,30.3596,30.3202,30.2905,30.265,30.2399,30.2147,30.1894,30.1642,30.1416,30.1205,30.1003,30.0807,30.0614,30.042,30.0227,30.0034,29.9841,29.9648,29.9455,29.9262,29.9069,29.8876,29.8684,29.8491,29.8298,29.8106,29.7913,29.772,29.7528,29.7336,29.7143,29.6951,29.6759,29.6567,29.6374,29.6182,29.599,29.5798,29.5607,29.5415
D735_x,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508,9.0508
D735_y,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881,458.881
D736_x,401.657,402.798,403.143,402.955,402.885,402.846,402.782,402.717,402.661,402.615,402.577,402.544,402.515,402.487,402.462,402.437,402.414,402.39,402.366,402.344,402.323,402.304,402.284,402.265,402.246,402.226,402.207,402.187,402.168,402.148,402.129,402.109,402.09,402.07,402.051,402.031,402.012,401.992,401.973,401.953,401.934,401.915,401.895,401.876,401.856,401.837,401.817,401.798,401.778,401.759
D736_y,429.104,425.018,424.281,424.163,424.128,424.113,424.082,424.051,424.025,424.007,423.99,423.976,423.964,423.954,423.946,423.938,423.93,423.923,423.916,423.909,423.904,423.9,423.895,423.891,423.886,423.881,423.877,423.872,423.868,423.863,423.859,423.854,423.849,423.845,423.84,423.836,423.831,423.826,423.822,423.817,423.813,423.808,423.803,423.799,423.794,423.789,423.785,423.78,423.775,423.771
D737_x,69.5666,69.5839,69.6012,69.6186,69.6359,69.6534,69.6707,69.688,69.7051,69.7222,69.7392,69.7561,69.7728,69.7895,69.8061,69.8226,69.839,69.8553,69.8716,69.8876,69.9036,69.9195,69.9353,69.951,69.9666,69.9821,69.9975,70.0127,70.0279,70.0429,70.0578,70.0726,70.0873,70.1019,70.1163,70.1307,70.1449,70.159,70.173,70.1868,70.2005,70.2141,70.2276,70.2409,70.2541,70.2672,70.2801,70.2929,70.3056,70.3181
D737_y,436.111,436.147,436.183,436.219,436.255,436.291,436.327,436.363,436.399,436.436,436.472,436.508,436.544,436.581,436.617,436.653,436.69,436.726,436.763,436.799,436.836,436.873,436.909,436.946,436.983,437.02,437.057,437.094,437.131,437.168,437.205,437.242,437.279,437.316,437.353,437.391,437.428,437.465,437.503,437.54,437.578,437.615,437.653,437.69,437.728,437.766,437.804,437.841,437.879,437.917
D738_x,193.106,192.014,191.613,191.459,191.417,191.379,191.353,191.337,191.327,191.321,191.319,191.318,191.308,191.298,191.288,191.277,191.261,191.244,191.226,191.205,191.183,191.161,191.138,191.116,191.093,191.071,191.048,191.026,191.005,190.984,190.963,190.942,190.921,190.899,190.878,190.857,190.835,190.818,190.8,190.781,190.762,190.732,190.711,190.691,190.67,190.648,190.626,190.604,190.582,190.559
D738_y,332.537,331.686,331.515,331.442,331.422,331.403,331.391,331.383,331.378,331.375,331.374,331.373,331.369,331.364,331.359,331.354,331.359,331.367,331.375,331.384,331.391,331.399,331.407,331.414,331.422,331.429,331.437,331.445,331.453,331.462,331.47,331.479,331.487,331.495,331.504,331.512,331.52,331.52,331.518,331.516,331.515,331.508,331.51,331.509,331.507,331.505,331.503,331.502,331.5,331.498
D739_x,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191,386.191
D739_y,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478,453.478
D740_x,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481,19.7481
D740_y,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453,6.0453
D741_x,152.26,152.922,154.469,155.357,155.37,155.38,155.391,155.403,155.414,155.425,155.437,155.448,155.459,155.471,155.482,155.492,155.503,155.514,155.525,155.535,155.546,155.556,155.566,155.577,155.587,155.597,155.607,155.617,155.627,155.637,155.647,155.657,155.667,155.677,155.686,155.696,155.705,155.715,155.724,155.734,155.743,155.752,155.761,155.77,155.779,155.788,155.797,155.806,155.815,155.823
D741_y,127.163,133.045,135.937,137.326,137.321,137.307,137.295,137.283,137.27,137.258,137.246,137.233,137.221,137.208,137.195,137.181,137.168,137.154,137.141,137.127,137.113,137.099,137.085,137.071,137.056,137.042,137.027,137.013,136.998,136.983,136.968,136.953,136.938,136.922,136.907,136.891,136.875,136.86,136.844,136.828,136.811,136.795,136.778,136.762,136.745,136.728,136.711,136.694,136.677,136.659
D742_x,117.773,116.177,116.213,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216,116.216
D742_y,433.756,441.018,441.32,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355,441.355
D743_x,433.177,433.965,434.339,435.803,438.624,441.204,443.193,443.842,444.944,445.889,446.37,446.898,447.725,448.489,449.11,449.6,449.741,449.754,450.167,450.454,450.671,450.767,451.074,451.439,451.812,452.22,452.752,453.281,453.742,454.085,454.312,454.455,454.547,454.607,454.648,454.682,454.713,454.743,454.787,454.866,455.017,455.249,455.331,455.354,455.368,455.38,455.392,455.406,455.42,455.432
D743_y,254.481,256.087,256.841,256.583,257.634,257.586,257.104,257.501,258.088,258.559,258.81,258.687,258.154,257.547,256.825,256.129,255.941,255.958,255.967,255.974,255.981,255.994,255.994,255.989,255.981,255.951,255.897,255.827,255.751,255.685,255.639,255.61,255.593,255.583,255.579,255.577,255.575,255.573,255.568,255.553,255.518,255.461,255.444,255.444,255.447,255.45,255.454,255.457,255.46,255.463
D744_x,400.486,401.085,402.104,401.84,402.151,402.287,401.741,400.565,400.738,400.522,400.549,400.739,401.061,401.367,401.62,401.816,401.969,402.09,402.177,402.251,402.318,402.325,402.322,402.371,402.431,402.493,402.543,402.576,402.604,402.63,402.657,402.683,402.702,402.72,402.736,402.753,402.768,402.781,402.791,402.796,402.795,402.79,402.781,402.768,402.75,402.728,402.701,402.677,402.658,402.637
D744_y,39.0832,35.3038,33.6306,33.8787,34.0138,33.5855,33.4669,33.5422,33.6072,33.5053,33.405,33.4075,33.4114,33.3144,33.172,33.0233,32.8892,32.7816,32.7156,32.6769,32.6657,32.5779,32.4958,32.4845,32.5039,32.5356,32.5534,32.5495,32.5421,32.5362,32.5337,32.5304,32.52,32.5095,32.4993,32.4934,32.4885,32.4838,32.4794,32.4737,32.4645,32.4562,32.4495,32.4444,32.4411,32.4396,32.4399,32.4379,32.4333,32.4275
D745_x,79.6171,81.017,81.8898,84.1747,86.1069,87.4081,88.8289,88.5205,88.09,87.9074,87.8815,88.1046,88.3576,88.6692,88.9819,89.2634,89.5096,89.7274,89.9083,90.0615,90.1889,90.2946,90.3805,90.4598,90.5242,90.5827,90.638,90.6983,90.7391,90.8093,90.8248,90.9328,90.865,91.1017,90.7092,91.3397,91.4412,91.0446,91.2118,91.2404,91.2733,91.3132,91.351,91.388,91.4242,91.4595,91.494,91.5278,91.561,91.5935
D745_y,301.073,300.42,300.076,299.662,297.747,297.667,298.225,297.961,297.951,298.097,298.155,298.099,298.026,297.921,297.806,297.701,297.611,297.538,297.485,297.44,297.411,297.392,297.384,297.375,297.378,297.38,297.385,297.385,297.404,297.392,297.438,297.384,297.515,297.316,297.768,297.185,297.163,297.611,297.563,297.542,297.555,297.564,297.572,297.581,297.59,297.599,297.608,297.617,297.626,297.635
D746_x,75.0534,75.9102,75.9429,75.9756,76.0081,76.0405,76.0728,76.1049,76.1369,76.1687,76.2003,76.2318,76.2631,76.2943,76.3253,76.3561,76.3868,76.4173,76.4476,76.4777,76.5077,76.5374,76.567,76.5964,76.6256,76.6546,76.6835,76.7121,76.7405,76.7688,76.7968,76.8246,76.8522,76.8796,76.9068,76.9338,76.9606,76.9871,77.0135,77.0396,77.0655,77.0912,77.1166,77.1418,77.1668,77.1916,77.2161,77.2405,77.2645,77.2884
D746_y,388.284,388.462,388.441,388.42,388.398,388.377,388.355,388.333,388.311,388.288,388.265,388.242,388.219,388.196,388.172,388.148,388.124,388.099,388.074,388.049,388.024,387.999,387.973,387.947,387.921,387.895,387.868,387.841,387.814,387.787,387.759,387.732,387.704,387.676,387.647,387.618,387.59,387.561,387.531,387.502,387.472,387.442,387.412,387.382,387.351,387.32,387.29,387.258,387.227,387.196
D747_x,326.031,329.576,331.787,332.35,332.379,332.367,332.355,332.343,332.331,332.319,332.307,332.295,332.283,332.271,332.259,332.247,332.236,332.224,332.212,332.2,332.188,332.196,332.204,332.212,332.22,332.227,332.235,332.243,332.251,332.259,332.267,332.276,332.284,332.292,332.3,332.308,332.317,332.325,332.334,332.342,332.351,332.359,332.368,332.376,332.385,332.394,332.402,332.411,332.42,332.429
D747_y,53.2217,55.6191,54.7218,54.1491,54.086,54.0626,54.0392,54.0158,53.9924,53.969,53.9457,53.9223,53.899,53.8757,53.8524,53.829,53.8058,53.7825,53.7592,53.7359,53.7127,53.6942,53.6758,53.6574,53.639,53.6206,53.6022,53.5839,53.5655,53.5472,53.5289,53.5106,53.4924,53.4741,53.4559,53.4377,53.4195,53.4014,53.3832,53.3651,53.347,53.3289,53.3109,53.2928,53.2748,53.2568,53.2388,53.2208,53.2029,53.185
D748_x,287.717,289.231,288.802,288.92,288.954,288.967,288.976,288.983,288.989,288.993,288.997,289.001,289.005,289.008,289.01,289.013,289.015,289.017,289.02,289.022,289.024,289.025,289.027,289.028,289.029,289.03,289.031,289.031,289.032,289.032,289.033,289.033,289.033,289.033,289.033,289.034,289.033,289.033,289.033,289.033,289.033,289.032,289.032,289.031,289.03,289.03,289.029,289.028,289.027,289.026
D748_y,188.454,191.133,194.419,195.098,195.33,195.425,195.493,195.553,195.6,195.64,195.679,195.716,195.753,195.787,195.821,195.852,195.882,195.911,195.945,195.98,196.013,196.043,196.072,196.099,196.126,196.151,196.175,196.198,196.22,196.242,196.263,196.283,196.303,196.322,196.341,196.359,196.377,196.394,196.411,196.427,196.444,196.465,196.493,196.52,196.548,196.575,196.602,196.628,196.654,196.679
D749_x,441.375,437.887,437.413,433.747,433.543,433.178,432.355,432.128,430.323,429.609,430.17,430.546,430.545,430.461,430.205,429.926,429.683,429.511,429.46,429.474,429.487,429.488,429.47,429.487,429.495,429.499,429.505,429.508,429.51,429.511,429.513,429.519,429.531,429.542,429.552,429.562,429.571,429.581,429.591,429.6,429.61,429.619,429.628,429.638,429.647,429.655,429.664,429.673,429.681,429.69
D749_y,197.981,194.03,194.273,196.423,197.396,197.585,197.741,197.12,197.304,197.843,198.871,200.139,201.092,201.425,201.592,201.771,201.943,202.093,202.14,202.117,202.065,201.18,200.973,201.285,201.424,201.54,201.633,201.68,201.706,201.713,201.71,201.7,201.684,201.668,201.651,201.633,201.616,201.599,201.581,201.564,201.546,201.528,201.51,201.493,201.475,201.457,201.439,201.421,201.403,201.385
D750_x,420.427,416.818,418.124,418.122,418.121,418.12,418.118,418.116,418.115,418.102,418.078,418.05,418.019,417.985,417.95,417.911,417.87,417.828,417.786,417.747,417.713,417.683,417.658,417.637,417.621,417.609,417.599,417.593,417.589,417.587,417.586,417.587,417.587,417.588,417.588,417.589,417.589,417.59,417.59,417.591,417.591,417.591,417.592,417.592,417.593,417.593,417.594,417.594,417.595,417.595
D750_y,60.4609,69.6342,70.2503,70.2455,70.2408,70.2358,70.2308,70.226,70.2213,70.2427,70.2894,70.3555,70.4373,70.5339,70.6446,70.7683,70.9023,71.0424,71.1833,71.3161,71.4368,71.5428,71.6328,71.7072,71.7671,71.8137,71.8486,71.8731,71.8885,71.8964,71.8979,71.8957,71.8936,71.8915,71.8894,71.8873,71.8852,71.8831,71.881,71.879,71.877,71.875,71.873,71.871,71.869,71.867,71.8651,71.8632,71.8612,71.8593
D751_x,423.705,423.945,418.872,417.06,417.032,417.015,416.999,416.737,416.299,415.962,415.852,415.771,415.647,415.564,415.514,415.473,415.427,415.373,415.308,415.226,415.124,414.997,414.87,414.835,414.907,415.023,415.133,415.245,415.345,415.44,415.531,415.616,415.665,415.722,415.76,415.76,415.765,415.787,415.817,415.852,415.883,415.861,415.847,415.848,415.854,415.868,415.89,415.923,415.968,415.96
D751_y,161.449,162.15,160.965,158.712,158.732,158.742,158.641,158.492,158.054,157.688,157.58,157.615,157.686,157.701,157.712,157.732,157.757,157.789,157.833,157.89,157.961,158.042,158.108,158.087,158.101,158.139,158.163,158.184,158.194,158.201,158.203,158.186,158.218,158.258,158.269,158.237,158.205,158.156,158.094,158.028,157.958,157.939,157.937,157.922,157.898,157.865,157.823,157.768,157.698,157.7
D752_x,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.927,323.92,323.912,323.904
D752_y,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.742,209.736,209.73,209.724
D753_x,197.95,199.588,198.938,196.554,195.242,194.866,194.709,194.573,194.526,194.512,194.491,194.457,194.427,194.342,194.255,194.19,194.149,194.124,194.107,194.09,194.071,194.049,194.024,193.995,193.964,193.933,193.901,193.87,193.84,193.811,193.784,193.757,193.731,193.705,193.68,193.655,193.629,193.601,193.573,193.546,193.518,193.492,193.465,193.438,193.412,193.384,193.354,193.336,193.323,193.31
D753_y,255.129,255.907,255.803,256.675,256.294,256.08,256.026,256.097,256.139,256.152,256.17,256.201,256.228,256.303,256.379,256.436,256.472,256.494,256.51,256.524,256.54,256.559,256.582,256.607,256.634,256.661,256.688,256.714,256.74,256.765,256.788,256.811,256.834,256.856,256.877,256.899,256.92,256.94,256.96,256.98,256.999,257.016,257.033,257.05,257.066,257.083,257.103,257.115,257.117,257.111
D754_x,395.822,392.284,390.167,392.385,392.276,392.028,391.827,391.773,391.798,391.829,391.845,391.828,391.789,391.741,391.686,391.627,391.563,391.498,391.434,391.378,391.331,391.244,391.192,391.14,391.092,391.041,390.99,390.936,390.925,390.928,390.925,390.931,390.936,390.941,390.947,390.953,390.958,390.963,390.962,390.962,390.962,390.964,390.969,390.975,390.987,391.0,391.014,391.036,391.065,391.099
D754_y,73.3882,68.794,70.9033,71.8625,71.7027,71.4012,71.1641,71.0653,71.0395,71.024,70.9834,70.9042,70.8,70.683,70.5578,70.4271,70.2931,70.1605,70.0333,69.9205,69.8219,69.7793,69.7665,69.7681,69.7862,69.8187,69.8658,69.9281,69.9742,69.9894,69.9932,69.989,69.9802,69.9671,69.9524,69.9381,69.9252,69.9139,69.9023,69.8925,69.884,69.8774,69.8728,69.8698,69.8697,69.8711,69.8739,69.8807,69.8908,69.9049
D755_x,188.321,192.175,192.457,193.169,193.805,194.313,194.615,194.719,194.79,194.853,194.851,194.84,194.831,194.827,194.824,194.821,194.818,194.815,194.812,194.809,194.806,194.803,194.8,194.798,194.795,194.792,194.789,194.786,194.787,194.788,194.788,194.789,194.789,194.789,194.789,194.79,194.79,194.79,194.79,194.79,194.789,194.789,194.789,194.789,194.788,194.788,194.788,194.787,194.787,194.786
D755_y,212.236,209.276,209.381,209.098,208.876,208.772,208.742,208.792,208.772,208.764,208.81,208.836,208.861,208.884,208.908,208.931,208.955,208.979,209.003,209.027,209.051,209.075,209.099,209.123,209.147,209.171,209.195,209.219,209.246,209.273,209.3,209.327,209.354,209.381,209.408,209.435,209.462,209.489,209.515,209.542,209.568,209.595,209.622,209.648,209.675,209.701,209.727,209.754,209.78,209.807
D756_x,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777,70.3777
D756_y,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74,120.74
D757_x,64.5914,60.805,60.5808,60.4134,60.4234,60.4335,60.4433,60.453,60.4624,60.4717,60.4808,60.4896,60.4982,60.5067,60.5149,60.5229,60.5307,60.5382,60.5456,60.5527,60.5596,60.5662,60.5726,60.5788,60.5848,60.5905,60.5959,60.6011,60.6061,60.6108,60.6153,60.6195,60.6235,60.6271,60.6306,60.6337,60.6366,60.6392,60.6416,60.6437,60.6455,60.647,60.6482,60.6491,60.6498,60.6501,60.6502,60.65,60.6494,60.6486
D757_y,423.314,427.315,427.591,427.805,427.843,427.882,427.921,427.959,427.998,428.037,428.076,428.114,428.153,428.192,428.231,428.27,428.309,428.348,428.387,428.426,428.465,428.505,428.544,428.583,428.622,428.662,428.701,428.74,428.78,428.819,428.858,428.898,428.937,428.977,429.016,429.056,429.095,429.135,429.174,429.214,429.253,429.293,429.333,429.372,429.412,429.451,429.491,429.53,429.57,429.609
D758_x,488.668,488.684,488.7,488.716,488.732,488.651,488.613,488.593,488.585,488.584,488.589,488.597,488.607,488.619,488.632,488.645,488.659,488.672,488.686,488.699,488.713,488.726,488.74,488.753,488.767,488.781,488.794,488.808,488.822,488.835,488.849,488.863,488.877,488.891,488.905,488.919,488.933,488.947,488.961,488.975,488.989,489.003,489.017,489.031,489.045,489.059,489.073,489.088,489.102,489.116
D758_y,162.217,162.223,162.228,162.234,162.24,162.066,161.974,161.915,161.877,161.853,161.839,161.831,161.827,161.826,161.826,161.828,161.83,161.832,161.835,161.837,161.84,161.842,161.845,161.847,161.85,161.852,161.855,161.857,161.86,161.862,161.865,161.868,161.87,161.873,161.876,161.878,161.881,161.884,161.886,161.889,161.892,161.895,161.897,161.9,161.903,161.906,161.909,161.912,161.915,161.917
D759_x,183.402,183.402,183.402,183.402,183.402,183.402,183.4,183.398,183.397,183.395,183.392,183.389,183.387,183.386,183.384,183.382,183.38,183.378,183.376,183.375,183.373,183.371,183.369,183.367,183.365,183.363,183.361,183.359,183.357,183.357,183.356,183.355,183.353,183.352,183.35,183.349,183.347,183.346,183.344,183.343,183.341,183.339,183.338,183.335,183.333,183.331,183.328,183.326,183.324,183.321
