,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
D187_x,413.235,413.856,413.832,413.784,413.228,413.009,412.97,412.942,412.928,412.909,412.86,412.82,412.792,412.776,412.762,412.747,412.733,412.723,412.71,412.696,412.683,412.669,412.656,412.641,412.626,412.611,412.596,412.581,412.565,412.55,412.535,412.52,412.528,412.543,412.558,412.565,412.572,412.565,412.573,412.577,412.563,412.548,412.528,412.474,412.426,412.386,412.338,412.285,412.226,412.163
D187_y,120.776,120.529,120.537,120.561,120.914,121.051,121.07,121.099,121.114,121.133,121.185,121.225,121.254,121.27,121.285,121.3,121.315,121.325,121.339,121.352,121.366,121.38,121.394,121.409,121.424,121.439,121.454,121.469,121.484,121.498,121.513,121.528,121.566,121.612,121.662,121.704,121.747,121.775,121.794,121.818,121.833,121.845,121.849,121.808,121.771,121.744,121.711,121.671,121.623,121.57
D188_x,364.916,364.916,364.904,364.884,364.858,364.834,364.811,364.792,364.777,364.765,364.756,364.749,364.743,364.738,364.734,364.732,364.73,364.728,364.727,364.726,364.725,364.725,364.725,364.725,364.724,364.724,364.724,364.724,364.724,364.724,364.724,364.723,364.723,364.723,364.723,364.723,364.722,364.722,364.722,364.722,364.722,364.721,364.721,364.721,364.721,364.721,364.72,364.72,364.72,364.72
D188_y,414.765,414.765,414.974,415.242,415.511,415.717,415.881,416.009,416.107,416.178,416.231,416.273,416.306,416.332,416.352,416.366,416.377,416.385,416.392,416.396,416.4,416.402,416.404,416.405,416.405,416.406,416.406,416.407,416.407,416.408,416.409,416.41,416.411,416.413,416.414,416.415,416.416,416.417,416.418,416.419,416.42,416.421,416.422,416.423,416.424,416.426,416.427,416.428,416.428,416.429
D189_x,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579,10.3579
D189_y,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559,12.8559
D190_x,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.097,312.076,312.064
D190_y,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.334,203.345,203.365
D191_x,174.698,172.957,171.759,171.718,171.786,172.198,172.259,171.576,170.755,170.015,169.368,168.85,168.442,168.124,167.886,167.695,167.541,167.425,167.338,167.273,167.225,167.19,167.164,167.145,167.131,167.121,167.114,167.108,167.104,167.101,167.099,167.098,167.097,167.096,167.095,167.095,167.094,167.094,167.094,167.094,167.094,167.094,167.094,167.094,167.094,167.094,167.094,167.094,167.094,167.094
D191_y,55.9588,50.1646,47.7561,47.6591,47.863,49.5573,52.0272,51.5944,51.3343,51.2741,51.2809,51.3505,51.4464,51.5463,51.655,51.7477,51.8173,51.8726,51.9156,51.9484,51.9731,51.9916,52.0053,52.0155,52.0229,52.0284,52.0324,52.0353,52.0375,52.039,52.0402,52.041,52.0416,52.0421,52.0424,52.0426,52.0428,52.0429,52.043,52.0431,52.0431,52.0432,52.0432,52.0432,52.0432,52.0432,52.0432,52.0432,52.0432,52.0432
D192_x,461.617,461.615,462.133,463.143,464.311,465.902,467.643,469.522,471.727,472.205,472.237,472.258,472.28,472.3,472.321,472.342,472.363,472.384,472.404,472.425,472.445,472.465,472.486,472.507,472.528,472.549,472.57,472.591,472.613,472.634,472.656,472.677,472.699,472.721,472.743,472.765,472.788,472.81,472.832,472.855,472.878,472.901,472.923,472.947,472.97,472.993,473.016,473.04,473.063,473.087
D192_y,113.326,113.418,113.455,113.526,113.708,113.997,114.373,114.705,114.827,114.827,114.806,114.787,114.77,114.756,114.741,114.726,114.712,114.697,114.682,114.667,114.653,114.638,114.623,114.609,114.594,114.579,114.565,114.551,114.536,114.522,114.508,114.494,114.48,114.466,114.452,114.438,114.424,114.41,114.396,114.383,114.369,114.356,114.342,114.329,114.315,114.302,114.289,114.276,114.263,114.25
D193_x,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333,60.333
D193_y,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683,12.2683
D194_x,151.05,150.062,149.76,149.738,149.73,149.729,149.728,149.727,149.726,149.722,149.715,149.703,149.691,149.681,149.674,149.669,149.666,149.664,149.663,149.662,149.661,149.661,149.66,149.66,149.66,149.659,149.659,149.659,149.659,149.659,149.659,149.659,149.658,149.658,149.658,149.658,149.658,149.658,149.658,149.658,149.658,149.658,149.658,149.658,149.658,149.658,149.658,149.658,149.658,149.658
D194_y,49.3933,48.7605,47.865,47.9306,47.9572,47.9598,47.9622,47.9642,47.9662,47.9708,47.9797,47.9919,48.0039,48.0133,48.0197,48.0238,48.0265,48.0282,48.0293,48.0301,48.0306,48.031,48.0313,48.0315,48.0317,48.0319,48.032,48.0321,48.0323,48.0324,48.0325,48.0326,48.0327,48.0327,48.0328,48.0329,48.033,48.033,48.0331,48.0331,48.0331,48.0332,48.0332,48.0332,48.0332,48.0333,48.0333,48.0333,48.0333,48.0333
D195_x,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837,192.837
D195_y,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477,269.477
D196_x,76.0452,76.3063,76.2887,76.2602,76.2314,76.2026,76.1739,76.1454,76.1171,76.0888,76.0605,76.0324,76.0052,75.9797,75.9564,75.9353,75.9154,75.8961,75.8771,75.8583,75.8394,75.8207,75.8021,75.7834,75.7648,75.7461,75.7274,75.7088,75.6902,75.6716,75.6531,75.6347,75.6163,75.598,75.5799,75.5618,75.5438,75.5257,75.5077,75.4897,75.4718,75.4539,75.436,75.4181,75.4003,75.3825,75.3648,75.3471,75.3294,75.3118
D196_y,209.015,209.163,209.202,209.196,209.189,209.181,209.174,209.166,209.159,209.152,209.144,209.136,209.129,209.123,209.118,209.115,209.113,209.111,209.109,209.107,209.105,209.103,209.1,209.098,209.095,209.093,209.09,209.087,209.084,209.081,209.077,209.074,209.071,209.067,209.063,209.06,209.056,209.052,209.048,209.044,209.039,209.035,209.03,209.025,209.02,209.015,209.01,209.004,208.999,208.993
D197_x,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538,444.538
D197_y,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919,338.919
D198_x,290.141,290.141,290.141,289.894,289.652,289.589,289.525,289.46,289.407,289.364,289.331,289.305,289.285,289.322,289.347,289.361,289.37,289.375,289.377,289.379,289.379,289.378,289.377,289.376,289.374,289.372,289.37,289.368,289.366,289.363,289.361,289.359,289.357,289.354,289.352,289.35,289.348,289.345,289.343,289.341,289.339,289.337,289.335,289.332,289.332,289.331,289.331,289.331,289.331,289.331
D198_y,429.606,429.606,429.606,429.703,429.812,429.841,429.871,429.904,429.932,429.954,429.972,429.986,429.998,430.022,430.068,430.118,430.164,430.204,430.237,430.264,430.287,430.305,430.321,430.335,430.347,430.357,430.367,430.376,430.384,430.392,430.399,430.407,430.414,430.421,430.428,430.435,430.441,430.448,430.455,430.462,430.469,430.475,430.482,430.489,430.491,430.493,430.493,430.493,430.493,430.493
D199_x,140.976,147.248,147.259,147.617,147.617,147.609,147.702,147.99,148.353,148.577,148.635,148.667,148.7,148.734,148.764,148.791,148.814,148.833,148.85,148.866,148.882,148.896,148.91,148.922,148.934,148.945,148.955,148.964,148.972,148.979,148.986,148.993,149.0,149.006,149.012,149.019,149.025,149.033,149.043,149.061,149.11,149.099,149.052,149.02,149.004,148.994,148.987,148.981,148.976,148.971
D199_y,305.839,306.857,306.872,306.937,306.937,307.285,308.349,308.834,308.991,309.144,309.363,309.611,309.854,310.074,310.265,310.425,310.553,310.658,310.75,310.833,310.912,310.987,311.054,311.114,311.167,311.22,311.269,311.31,311.347,311.38,311.413,311.444,311.474,311.504,311.534,311.563,311.593,311.627,311.671,311.754,312.058,312.373,312.55,312.651,312.724,312.786,312.84,312.889,312.933,312.974
D200_x,382.059,383.799,383.9,383.926,383.912,383.899,383.654,383.513,383.41,382.911,381.957,381.068,379.96,378.761,378.551,376.755,374.681,374.071,374.004,373.981,373.957,373.522,372.701,371.368,370.459,370.165,370.143,370.232,370.276,370.288,370.302,370.309,370.326,370.358,370.345,370.327,370.308,370.301,370.293,370.286,370.279,370.271,370.264,370.257,370.249,370.241,370.223,370.202,370.181,370.16
D200_y,219.891,220.196,219.982,219.877,219.895,219.914,220.473,220.795,221.035,221.341,221.652,221.209,220.967,220.776,220.761,220.363,219.706,219.515,219.534,219.571,219.608,219.462,219.129,218.388,217.776,217.609,217.583,217.475,217.425,217.413,217.399,217.341,217.296,217.264,217.282,217.305,217.329,217.352,217.376,217.399,217.422,217.445,217.468,217.491,217.514,217.537,217.571,217.609,217.646,217.684
D201_x,199.736,200.581,201.081,201.56,202.089,202.588,202.991,203.272,203.444,203.539,203.59,203.618,203.636,203.647,203.654,203.661,203.666,203.671,203.675,203.678,203.677,203.675,203.671,203.667,203.663,203.659,203.654,203.65,203.647,203.645,203.644,203.642,203.641,203.639,203.638,203.636,203.634,203.632,203.63,203.625,203.62,203.615,203.605,203.593,203.582,203.571,203.561,203.552,203.543,203.535
D201_y,349.767,348.196,347.957,348.02,348.035,348.022,347.993,347.966,347.948,347.939,347.937,347.938,347.94,347.942,347.945,347.948,347.951,347.954,347.957,347.953,347.95,347.946,347.943,347.94,347.937,347.934,347.93,347.929,347.929,347.929,347.928,347.927,347.926,347.925,347.923,347.922,347.921,347.92,347.915,347.91,347.906,347.907,347.906,347.904,347.9,347.897,347.893,347.89,347.886,347.882
D202_x,449.238,448.618,448.585,448.588,448.591,448.594,448.596,448.599,448.601,448.604,448.607,448.609,448.612,448.614,448.616,448.619,448.621,448.624,448.626,448.628,448.631,448.633,448.635,448.637,448.639,448.642,448.644,448.646,448.648,448.65,448.652,448.654,448.656,448.658,448.66,448.661,448.663,448.665,448.667,448.669,448.67,448.672,448.674,448.675,448.677,448.678,448.68,448.682,448.683,448.685
D202_y,473.817,474.118,474.154,474.174,474.194,474.213,474.233,474.253,474.273,474.293,474.313,474.332,474.352,474.372,474.392,474.412,474.432,474.452,474.471,474.491,474.511,474.531,474.551,474.571,474.591,474.61,474.63,474.65,474.67,474.69,474.71,474.73,474.75,474.77,474.79,474.809,474.829,474.849,474.869,474.889,474.909,474.929,474.949,474.969,474.989,475.009,475.029,475.049,475.069,475.089
D203_x,228.462,229.486,229.642,235.056,235.497,235.756,236.189,236.503,236.801,237.167,237.521,237.722,238.704,238.697,238.358,238.25,238.229,238.225,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224,238.224
D203_y,37.2097,37.5009,36.9143,36.8569,36.8051,36.1288,34.7813,33.9222,33.1976,32.4134,31.7312,31.2686,29.6969,28.8614,28.5966,28.542,28.5314,28.5294,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529,28.529
D204_x,428.81,428.81,428.81,428.809,428.808,428.806,428.806,428.841,429.05,429.21,429.313,429.376,429.412,429.419,429.422,429.424,429.427,429.43,429.433,429.435,429.435,429.436,429.438,429.44,429.442,429.445,429.447,429.448,429.448,429.448,429.448,429.449,429.451,429.453,429.454,429.456,429.457,429.458,429.459,429.461,429.462,429.463,429.463,429.464,429.465,429.466,429.466,429.467,429.467,429.468
D204_y,382.842,382.842,382.823,382.804,382.785,382.766,382.766,382.737,382.559,382.419,382.326,382.267,382.233,382.226,382.224,382.221,382.218,382.215,382.212,382.21,382.209,382.208,382.207,382.205,382.202,382.2,382.198,382.197,382.196,382.196,382.196,382.195,382.193,382.191,382.19,382.188,382.187,382.185,382.184,382.183,382.182,382.181,382.18,382.179,382.178,382.178,382.177,382.176,382.176,382.175
D205_x,377.212,376.921,376.887,376.927,376.968,376.999,377.027,377.063,377.1,377.136,377.171,377.207,377.243,377.278,377.314,377.349,377.385,377.42,377.455,377.491,377.526,377.561,377.596,377.632,377.667,377.702,377.737,377.772,377.807,377.842,377.876,377.911,377.946,377.981,378.015,378.05,378.084,378.119,378.153,378.188,378.222,378.256,378.29,378.324,378.358,378.392,378.426,378.46,378.494,378.527
D205_y,146.003,145.457,145.313,145.315,145.321,145.306,145.283,145.278,145.273,145.289,145.304,145.319,145.335,145.35,145.366,145.381,145.397,145.413,145.428,145.444,145.46,145.476,145.492,145.508,145.525,145.541,145.557,145.573,145.59,145.606,145.623,145.64,145.656,145.673,145.69,145.707,145.724,145.741,145.758,145.776,145.793,145.81,145.828,145.845,145.863,145.881,145.898,145.916,145.934,145.952
D206_x,115.637,113.7,111.623,112.593,112.334,111.759,111.33,111.102,111.007,110.958,110.926,110.894,110.863,110.833,110.804,110.776,110.753,110.732,110.712,110.692,110.672,110.652,110.633,110.613,110.594,110.574,110.555,110.536,110.516,110.496,110.476,110.457,110.437,110.418,110.398,110.379,110.359,110.34,110.321,110.301,110.282,110.263,110.244,110.222,110.201,110.18,110.159,110.158,110.16,110.163
D206_y,139.793,140.001,139.416,139.745,139.015,138.008,137.343,137.03,136.913,136.859,136.829,136.797,136.766,136.736,136.705,136.676,136.654,136.633,136.612,136.591,136.57,136.549,136.527,136.505,136.483,136.46,136.437,136.414,136.391,136.368,136.346,136.323,136.3,136.277,136.254,136.23,136.207,136.183,136.159,136.135,136.111,136.087,136.062,136.04,136.019,135.998,135.978,135.979,135.984,135.989
D207_x,104.277,104.277,104.277,104.277,104.277,104.277,104.331,104.508,104.669,104.779,104.841,104.871,104.889,104.941,104.984,105.014,105.032,105.045,105.054,105.06,105.065,105.068,105.071,105.073,105.075,105.077,105.078,105.08,105.082,105.083,105.085,105.086,105.087,105.088,105.089,105.09,105.091,105.092,105.092,105.093,105.093,105.094,105.094,105.095,105.095,105.095,105.095,105.096,105.096,105.096
D207_y,75.7323,75.7323,75.7323,75.7323,75.7323,75.7323,75.878,76.2907,76.6225,76.8302,76.9432,76.9958,77.0285,77.1161,77.1871,77.2353,77.2652,77.2854,77.2997,77.31,77.3172,77.3222,77.3262,77.3295,77.3326,77.3355,77.3383,77.341,77.3435,77.3458,77.348,77.35,77.3519,77.3536,77.3552,77.3566,77.3578,77.359,77.36,77.3609,77.3617,77.3625,77.3631,77.3637,77.3642,77.3646,77.365,77.3654,77.3657,77.3659
D208_x,250.664,250.687,251.498,251.945,252.424,252.423,252.511,252.668,252.859,253.054,253.247,253.402,253.526,253.619,253.682,253.721,253.741,253.746,253.742,253.733,253.735,253.752,253.773,253.809,253.85,253.891,253.93,253.966,254.0,254.031,254.06,254.087,254.112,254.135,254.158,254.179,254.198,254.216,254.231,254.246,254.261,254.275,254.289,254.303,254.316,254.328,254.341,254.353,254.365,254.375
D208_y,367.629,367.751,373.643,374.837,375.41,375.587,375.701,375.765,375.845,375.957,376.091,376.215,376.325,376.413,376.477,376.52,376.552,376.575,376.592,376.605,376.627,376.659,376.695,376.717,376.743,376.772,376.802,376.832,376.86,376.886,376.91,376.933,376.954,376.974,376.993,377.01,377.028,377.047,377.065,377.083,377.1,377.116,377.133,377.149,377.164,377.179,377.194,377.209,377.223,377.236
D209_x,334.449,336.492,342.089,342.327,342.725,343.252,343.687,344.02,344.31,344.595,344.814,344.971,345.076,345.142,345.18,345.197,345.201,345.195,345.188,345.181,345.173,345.166,345.158,345.151,345.143,345.136,345.128,345.12,345.112,345.105,345.097,345.089,345.095,345.1,345.106,345.112,345.118,345.124,345.129,345.135,345.14,345.146,345.151,345.157,345.162,345.167,345.172,345.177,345.182,345.187
D209_y,82.8038,82.3536,78.9318,78.6833,78.3044,77.853,77.517,77.2788,77.084,76.9033,76.7709,76.6775,76.6142,76.5724,76.5459,76.5296,76.5201,76.5156,76.5116,76.5078,76.5039,76.5,76.496,76.4919,76.4878,76.4836,76.4793,76.4749,76.4705,76.466,76.4614,76.4568,76.4448,76.4327,76.4205,76.4083,76.3959,76.3834,76.3708,76.3576,76.3444,76.3311,76.3177,76.3042,76.2901,76.2759,76.2615,76.247,76.2325,76.2179
D210_x,69.7498,70.0671,70.482,70.8834,71.1192,71.3719,71.5791,71.8519,72.0883,72.1008,72.1089,72.1177,72.1269,72.1365,72.1466,72.1572,72.1682,72.1796,72.1916,72.204,72.2169,72.2302,72.2441,72.2584,72.2731,72.2883,72.304,72.3201,72.3366,72.3536,72.3709,72.3886,72.4067,72.4251,72.4438,72.4628,72.482,72.5015,72.5211,72.5409,72.5608,72.5808,72.6008,72.6208,72.6408,72.6607,72.6805,72.7001,72.7196,72.7388
D210_y,45.7294,44.9632,44.0324,43.2102,42.7561,42.3031,41.9724,41.5948,41.3095,41.295,41.2856,41.2754,41.2647,41.2535,41.2418,41.2295,41.2167,41.2034,41.1896,41.1751,41.1602,41.1446,41.1286,41.112,41.0948,41.0771,41.059,41.0402,41.021,41.0014,40.9812,40.9606,40.9397,40.9183,40.8966,40.8745,40.8522,40.8296,40.8068,40.7838,40.7607,40.7376,40.7143,40.6911,40.6679,40.6449,40.6219,40.5992,40.5766,40.5544
D211_x,173.374,173.399,174.557,174.085,172.446,170.786,170.351,170.331,170.305,170.261,170.21,170.183,170.169,170.156,170.142,170.128,170.113,170.096,170.08,170.065,170.05,170.034,170.019,170.004,169.988,169.973,169.958,169.942,169.927,169.912,169.897,169.881,169.866,169.851,169.836,169.821,169.806,169.791,169.776,169.761,169.746,169.731,169.716,169.701,169.686,169.672,169.658,169.644,169.632,169.619
D211_y,143.135,143.131,144.311,144.882,145.432,145.952,145.979,145.916,145.854,145.794,145.736,145.675,145.621,145.566,145.511,145.456,145.402,145.348,145.294,145.24,145.186,145.133,145.08,145.028,144.976,144.924,144.873,144.822,144.771,144.721,144.672,144.623,144.574,144.526,144.478,144.43,144.384,144.337,144.291,144.245,144.2,144.155,144.111,144.072,144.038,144.006,143.975,143.955,143.927,143.9
