,0,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950
D2924_x,287.189,286.85,283.357,290.853,278.461,265.745,260.436,255.556,249.738,243.072,230.348,217.387,208.975,203.393,192.957,192.174,182.022,172.515,167.991,176.73
D2924_y,404.541,406.754,402.673,406.329,402.994,408.47,417.784,426.82,435.441,440.059,432.264,433.34,447.016,432.366,429.441,426.801,431.466,425.083,423.351,431.18
D2925_x,259.181,255.11,258.392,272.323,278.283,295.58,292.839,276.735,276.134,261.622,252.919,239.962,222.929,215.388,213.327,209.423,205.926,205.874,205.482,202.598
D2925_y,428.959,428.065,427.689,432.338,436.589,447.656,462.571,476.889,473.931,477.263,465.242,461.411,481.794,483.769,485.84,492.616,497.05,497.13,497.434,497.25
D2926_x,419.963,421.2,421.199,421.199,421.199,421.198,421.072,420.45,432.897,443.133,440.758,441.679,467.94,481.385,481.792,474.515,472.386,476.683,479.124,479.689
D2926_y,164.68,162.647,162.646,162.646,162.646,162.646,162.597,163.305,160.175,158.287,160.299,158.651,141.538,141.071,148.926,112.107,115.034,119.061,118.23,117.922
D2927_x,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534,378.534
D2927_y,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857,3.61857
D2928_x,234.051,234.774,237.757,241.57,252.929,232.324,207.517,202.882,205.685,223.3,243.633,251.235,265.128,267.921,265.419,266.536,264.254,269.335,269.015,254.628
D2928_y,267.508,264.694,263.147,265.281,265.691,260.783,277.063,266.038,275.836,262.27,268.679,246.23,246.863,238.67,225.421,217.158,211.739,203.478,198.447,196.475
D2929_x,31.2717,27.6841,27.4288,28.0929,28.7123,26.7146,26.444,27.0119,23.6933,14.3281,13.9236,13.9236,13.9236,13.9236,13.9236,13.9236,14.1168,14.1168,14.1168,14.2907
D2929_y,151.409,150.44,149.314,143.11,137.612,139.927,144.931,146.978,143.009,149.977,151.306,151.306,151.306,151.306,151.306,151.306,151.531,151.531,151.531,151.712
D2930_x,201.701,206.139,206.972,214.794,208.465,208.199,216.508,209.18,186.508,187.862,182.669,182.066,170.69,165.47,165.846,167.846,165.861,164.739,167.331,181.305
D2930_y,295.268,298.061,297.022,308.037,310.588,319.734,339.536,344.287,351.24,350.246,341.847,343.54,346.408,352.443,360.14,363.653,361.975,361.669,366.038,365.127
D2931_x,367.211,371.954,376.992,382.814,378.367,382.239,382.0,382.732,391.684,403.171,392.038,389.829,378.963,368.747,373.027,366.437,371.318,362.059,362.712,353.313
D2931_y,321.702,316.483,311.918,307.025,304.763,300.413,298.222,285.214,289.844,298.204,314.12,333.388,330.112,334.893,333.167,329.789,317.087,321.909,321.032,320.406
D2932_x,290.76,290.808,290.808,290.808,290.808,292.47,298.094,303.741,304.856,304.898,305.938,299.353,298.772,298.772,298.434,297.93,297.93,296.27,295.725,293.236
D2932_y,97.0703,97.1357,97.1357,97.1357,97.1357,98.0209,89.5236,87.3699,89.7115,89.7429,90.2806,86.8602,86.3426,86.3426,86.1113,85.7697,85.7697,85.1516,84.6694,81.1908
D2933_x,212.973,220.274,225.171,226.027,228.825,225.923,223.331,222.402,220.226,218.627,218.62,216.759,216.438,216.191,215.287,212.594,210.121,205.874,207.441,205.621
D2933_y,132.16,127.703,123.936,122.224,116.678,115.217,117.051,117.616,117.659,116.794,116.791,115.692,115.487,115.759,116.032,116.087,116.637,114.582,113.713,115.248
D2934_x,279.038,277.549,277.549,277.549,277.549,276.505,275.787,275.787,275.9,275.947,276.307,276.998,277.095,277.099,277.099,277.099,277.099,277.099,277.099,276.829
D2934_y,71.369,71.7129,71.7129,71.7129,71.7129,71.3852,68.4032,68.4032,68.2811,68.2087,66.5466,64.844,64.6553,64.6488,64.6486,64.6486,64.6486,64.6486,64.6486,64.5495
D2935_x,371.767,371.627,371.627,371.627,371.627,371.627,371.603,372.657,365.645,367.075,364.173,357.573,353.615,353.615,351.463,343.02,340.178,335.69,336.245,336.546
D2935_y,100.225,99.9814,99.9814,99.9814,99.9814,99.9814,99.9403,94.0541,89.2954,84.7549,89.7509,82.1981,79.8721,79.8721,78.7815,77.6736,77.3833,79.297,81.5319,81.6775
D2936_x,439.097,438.682,438.682,443.077,446.903,447.153,447.383,446.075,449.477,463.04,471.738,468.57,463.3,467.684,469.779,445.589,444.558,444.471,444.471,444.471
D2936_y,268.301,267.93,267.93,264.596,258.113,257.171,256.664,253.895,248.947,246.661,249.684,253.038,248.423,222.457,198.112,189.201,188.744,188.624,188.624,188.624
D2937_x,29.6013,24.8196,21.107,18.9144,16.4342,10.0701,5.66452,5.28065,3.18471,3.04547,7.21059,8.26067,8.83628,10.2122,13.5892,17.1988,17.123,20.4318,25.2616,25.0836
D2937_y,289.563,292.139,292.988,295.137,298.737,297.739,297.638,297.693,301.912,302.006,301.933,300.335,300.745,301.459,302.919,296.754,296.867,303.201,300.646,306.717
D2938_x,184.11,182.508,182.508,182.993,182.949,182.989,182.99,183.183,183.226,183.234,183.241,183.246,182.596,182.23,182.229,182.222,182.233,182.224,182.233,182.189
D2938_y,53.1511,52.5879,52.5879,52.1487,52.0949,51.9583,51.9576,51.6003,51.5645,51.558,51.5517,51.5475,50.7854,50.4309,50.229,50.1858,50.1322,50.0698,50.0005,49.9835
D2939_x,121.425,137.868,144.281,145.399,133.166,126.046,128.352,129.85,147.254,134.252,141.818,139.157,128.161,129.932,124.949,117.55,112.305,106.395,103.213,98.1295
D2939_y,242.287,250.771,269.254,276.29,273.916,282.165,289.205,301.21,306.505,313.65,302.032,310.031,310.973,305.209,305.71,308.767,313.025,313.774,309.652,309.775
D2940_x,102.371,101.492,94.5459,95.1308,94.485,92.8168,90.3725,87.36,83.9327,80.1993,76.2357,72.1439,69.9238,68.7878,68.789,68.79,68.7937,68.7937,68.7688,68.7467
D2940_y,224.299,223.632,219.945,214.994,210.047,205.341,200.985,196.998,193.361,190.037,186.99,184.263,185.887,185.997,186.044,186.084,186.324,186.324,186.603,186.791
D2941_x,41.1858,33.7103,31.2063,25.9186,24.0828,19.3793,20.3921,20.8082,24.6824,29.4665,30.4918,30.6733,31.6495,32.9918,33.0498,33.1485,33.3941,34.4758,34.8577,34.8833
D2941_y,216.716,211.907,207.845,205.62,211.898,215.14,223.367,224.918,236.368,236.34,237.577,239.216,239.368,237.961,238.052,238.235,238.004,231.304,229.297,229.429
D2942_x,267.892,263.658,263.252,266.909,273.267,278.091,294.492,272.107,243.116,223.183,211.638,203.991,197.377,191.759,193.036,189.807,187.864,192.217,191.511,191.79
D2942_y,285.773,283.115,281.664,277.976,289.258,300.118,297.187,309.508,303.503,311.18,309.39,308.27,305.831,299.24,292.666,301.184,299.526,301.362,303.792,306.06
D2943_x,118.608,114.723,111.267,102.71,105.793,101.881,94.9087,91.9985,93.0864,93.2022,90.1227,86.7352,87.6465,91.822,93.9513,91.3186,94.5407,80.9937,71.608,69.1897
D2943_y,356.556,352.31,349.298,346.712,344.091,342.64,349.046,349.532,347.862,348.487,350.518,351.048,353.144,350.764,353.924,353.988,349.251,334.747,336.982,338.403
D2944_x,97.1305,93.1501,90.5056,89.3805,89.0544,88.7663,91.4432,89.1638,82.5393,78.4614,77.0664,71.2778,71.6854,71.246,72.6149,71.1739,65.0111,65.7763,67.5137,67.2664
D2944_y,396.122,398.255,397.703,397.519,397.478,396.363,397.164,402.648,403.928,404.637,403.834,407.92,408.329,410.345,408.506,411.845,408.592,403.792,413.068,412.725
D2945_x,157.412,155.842,152.437,148.423,143.8,148.876,156.636,160.468,157.64,160.086,157.18,156.393,149.882,142.366,139.577,142.644,137.178,151.072,156.101,162.293
D2945_y,372.025,367.187,363.544,360.569,358.721,365.137,371.489,374.62,384.33,383.415,382.102,380.962,372.844,374.81,377.106,377.875,377.288,387.661,388.159,387.479
D2946_x,194.479,193.541,193.301,185.661,180.742,202.145,202.977,206.908,198.061,208.09,212.823,221.743,218.841,221.305,221.786,210.834,207.536,210.751,214.634,219.877
D2946_y,313.798,310.283,308.723,308.258,303.976,297.297,316.328,304.78,295.09,283.705,281.168,277.13,275.528,270.113,282.836,290.396,285.993,291.806,287.232,291.272
D2947_x,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543,373.543
D2947_y,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418,11.2418
D2948_x,271.311,271.311,271.311,271.311,271.286,277.189,280.751,286.233,289.859,290.199,291.153,291.214,291.214,291.214,291.214,291.214,291.214,291.214,291.214,288.77
D2948_y,92.6492,92.6492,92.6492,92.6492,92.6418,90.6332,91.11,86.7283,82.0155,81.4477,79.7676,79.5144,79.5144,79.5144,79.5144,79.5145,79.5145,79.5145,79.5145,77.283
D2949_x,410.948,414.289,417.444,424.476,438.496,430.938,427.974,425.88,424.724,425.625,430.724,436.044,438.215,454.212,469.303,470.327,484.089,490.088,481.532,487.231
D2949_y,441.838,451.451,457.931,455.519,458.499,458.428,464.676,465.636,463.124,459.77,458.631,458.062,456.651,451.653,444.93,420.397,435.594,449.014,465.93,459.842
D2950_x,263.002,256.461,250.222,246.429,230.446,228.102,239.901,236.252,230.752,240.654,229.119,224.022,224.657,229.064,244.86,244.3,236.499,233.572,245.391,243.832
D2950_y,319.262,318.753,318.777,316.488,298.327,303.591,295.537,289.784,278.626,273.064,276.328,283.111,278.165,265.535,263.629,258.32,260.452,259.345,260.814,259.447
D2951_x,37.1757,38.5581,38.6083,38.6083,44.6001,44.7478,46.1316,46.1316,49.143,50.5462,46.7343,45.6075,45.3673,45.2767,45.1904,45.083,45.2123,45.2462,45.2582,45.342
D2951_y,148.938,150.455,150.43,150.43,145.568,141.898,138.675,138.675,134.155,132.824,131.178,130.667,130.556,130.513,130.429,130.15,129.62,129.51,129.471,129.205
D2952_x,283.565,283.042,283.042,283.042,283.042,282.623,278.672,277.015,276.375,275.481,276.097,274.449,274.488,274.455,274.455,274.348,274.254,274.245,274.655,274.688
D2952_y,45.1577,50.9738,50.9738,50.9738,50.9738,50.3671,51.2838,51.4562,51.3457,50.6529,49.2868,45.1753,45.1208,44.6921,44.6921,44.5863,43.908,43.8949,43.1995,43.1264
D2953_x,205.648,205.858,206.166,207.916,208.79,208.013,207.136,207.998,207.957,207.957,207.957,207.969,208.164,208.292,208.301,208.305,208.305,208.305,208.305,208.48
D2953_y,75.8097,75.9007,75.6937,74.4346,73.8166,72.903,71.5295,67.852,67.1143,67.1143,67.1143,67.1871,67.1631,67.1473,67.1463,67.1458,67.1457,67.1457,67.1457,67.1354
D2954_x,318.237,319.604,319.604,319.604,319.604,321.841,323.511,331.165,337.563,338.423,340.204,339.371,339.331,339.331,339.331,338.96,338.947,340.424,343.534,345.32
D2954_y,117.407,115.185,115.185,115.185,115.185,116.139,116.659,113.465,109.851,110.403,114.543,110.099,109.983,109.983,109.983,108.412,108.206,107.655,106.776,107.981
D2955_x,390.114,390.114,390.114,390.114,390.114,390.114,389.483,402.075,400.734,398.016,404.606,413.317,411.795,404.286,402.376,401.399,400.733,397.968,399.716,399.719
D2955_y,194.757,194.757,194.757,194.757,194.757,194.757,194.124,195.862,199.163,173.13,174.152,159.611,152.68,149.904,147.122,144.194,145.435,148.749,144.995,144.991
D2956_x,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621,54.0621
D2956_y,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013,30.4013
D2957_x,17.5999,14.0326,13.022,14.6295,21.144,20.8041,18.7699,15.6669,12.8724,12.8238,11.8836,11.6549,11.5009,11.4817,11.4881,11.5321,12.9937,12.9937,12.9937,12.9937
D2957_y,145.881,142.726,142.127,142.154,145.298,142.376,141.244,138.523,133.616,133.112,134.134,134.144,134.156,134.157,134.157,134.153,133.105,133.105,133.105,133.105
D2958_x,78.9045,76.5705,76.5704,75.9217,75.8839,76.9878,77.373,78.3671,72.538,78.2236,79.7616,83.3719,92.974,96.429,85.7973,84.9,84.3316,72.2459,54.9005,52.8686
D2958_y,364.411,362.228,362.228,361.011,360.931,359.717,359.304,357.797,359.514,358.775,359.402,357.185,356.691,355.206,363.464,369.674,364.828,364.804,363.3,354.668
D2959_x,270.902,275.444,277.042,269.653,261.697,259.928,268.506,278.504,277.064,285.587,284.298,276.009,275.912,272.302,282.566,279.773,279.895,278.266,276.282,276.282
D2959_y,402.041,401.4,404.995,411.497,412.804,422.671,431.195,438.813,449.049,452.055,458.964,451.22,450.886,453.402,451.544,442.615,440.369,441.987,442.893,442.893
D2960_x,384.597,382.615,382.799,385.684,382.877,388.836,392.398,393.999,393.99,400.377,403.455,404.178,401.804,408.505,407.949,415.628,413.376,421.882,419.789,409.847
D2960_y,449.62,458.804,468.61,477.793,481.118,470.812,467.676,465.426,459.961,457.524,459.006,466.149,468.05,462.958,459.978,457.033,462.292,465.375,468.697,474.457
D2961_x,162.757,165.232,158.3,160.074,160.074,160.075,158.341,157.818,157.818,157.818,157.818,157.818,157.818,157.818,157.818,157.705,156.706,159.65,159.684,161.349
D2961_y,151.382,131.716,113.258,99.8155,99.8155,99.8153,97.9571,97.308,97.308,97.308,97.308,97.308,97.308,97.308,97.308,96.8534,94.7736,97.9989,97.9756,96.9927
D2962_x,215.7,213.89,213.011,237.431,233.344,242.005,237.727,236.732,236.625,241.796,245.747,251.811,253.063,253.728,255.253,255.074,256.468,258.737,261.045,265.83
D2962_y,212.74,210.305,206.913,218.406,215.924,231.691,238.037,221.147,216.1,210.793,207.667,203.481,202.311,203.093,202.098,196.46,194.178,190.392,187.909,193.778
D2963_x,121.644,105.171,99.4198,100.443,100.835,100.617,99.8287,98.5261,96.7695,94.6179,92.1261,90.0645,90.8306,91.4997,91.8668,92.5445,92.858,92.9476,93.1437,93.1438
D2963_y,205.164,209.969,203.708,198.818,193.836,188.844,183.909,179.084,174.404,169.893,165.559,162.071,160.397,158.907,158.768,158.548,156.897,156.809,156.629,156.629
D2964_x,175.377,187.886,187.759,191.311,195.111,196.384,198.634,198.634,198.658,198.659,198.659,197.997,198.662,200.193,200.478,201.722,201.746,201.811,202.47,201.374
D2964_y,143.284,142.714,124.807,120.54,120.509,117.154,115.433,115.433,115.444,115.445,115.445,115.777,115.561,113.42,113.08,110.131,107.842,106.556,105.045,104.013
D2965_x,268.559,265.209,268.123,264.032,262.19,274.523,286.188,298.122,297.888,321.526,314.033,304.539,304.344,304.841,311.987,322.884,330.181,333.329,338.621,340.029
D2965_y,273.13,270.687,271.484,272.28,272.178,279.907,282.759,272.672,276.373,258.159,256.025,241.091,239.64,237.283,239.907,233.104,221.228,219.12,215.912,212.933
D2966_x,284.938,289.734,289.734,289.734,289.734,290.811,295.579,296.769,297.114,296.591,299.639,300.003,301.903,301.907,302.225,302.711,302.685,301.957,301.963,301.91
D2966_y,84.6347,76.5393,76.5393,76.5393,76.5393,73.0981,67.2672,67.7706,67.8663,68.6248,69.6684,69.3067,68.9426,68.9412,68.8068,68.476,68.4676,68.4218,69.2971,69.441
D2967_x,24.5399,25.0975,25.0975,25.0975,27.6108,27.7225,29.101,29.1096,28.8675,29.5796,28.6907,29.5518,26.7913,21.5255,24.0483,18.6317,18.4701,18.0047,13.1037,12.8232
D2967_y,346.699,345.668,345.668,345.668,350.711,351.786,359.049,360.181,366.028,369.174,371.032,372.366,378.109,383.79,378.969,387.936,388.23,388.344,390.667,389.871
D2968_x,379.335,375.826,373.772,372.885,373.444,387.543,390.946,388.302,384.424,384.809,379.011,378.812,375.865,378.264,402.064,396.399,368.238,366.886,360.196,360.608
D2968_y,492.578,496.728,496.931,497.531,496.73,489.582,500.156,488.359,487.234,489.029,489.504,494.135,487.557,497.398,489.468,497.447,486.984,488.792,478.767,478.494
D2969_x,14.2295,14.4788,14.1096,14.0676,13.5473,13.5551,13.5551,12.9758,10.8593,10.4214,9.54971,9.54971,9.54971,9.54972,9.54971,9.54971,9.54971,9.54971,9.54971,9.51237
D2969_y,105.252,105.824,107.203,106.739,105.019,105.022,105.022,104.77,104.038,103.913,103.685,103.685,103.685,103.685,103.685,103.685,103.685,103.685,103.685,103.839
D2970_x,142.445,165.872,147.017,145.091,148.199,152.158,155.285,159.325,163.264,167.092,170.792,174.351,177.751,180.977,184.009,186.83,189.423,191.77,194.333,194.76
D2970_y,177.106,198.255,219.827,212.276,205.79,202.47,198.45,195.503,192.425,189.208,185.846,182.334,178.669,174.849,170.874,166.747,162.472,158.058,154.734,153.88
D2971_x,258.334,255.304,250.155,233.583,245.048,248.553,241.741,237.748,221.522,219.18,227.693,214.533,210.38,204.181,198.189,201.41,198.621,198.747,198.662,199.154
D2971_y,322.232,326.023,325.135,321.796,307.582,320.424,314.317,328.234,330.322,330.561,307.617,298.435,294.337,290.781,295.843,301.136,306.111,312.844,313.313,319.413
D2972_x,232.648,243.396,242.031,241.375,242.007,237.214,234.598,222.786,207.766,204.375,210.517,205.679,199.807,194.896,192.975,190.587,192.453,195.781,197.408,202.27
D2972_y,357.965,358.198,354.355,352.735,349.254,351.227,334.75,336.124,341.564,350.633,337.583,334.321,333.681,333.39,334.509,338.9,343.457,347.18,351.682,350.054
D2973_x,413.024,414.664,420.718,430.535,442.655,441.137,440.633,435.537,443.453,444.716,449.731,454.184,457.773,468.776,468.855,474.259,477.684,484.437,488.976,476.333
D2973_y,435.802,444.84,452.398,453.272,463.601,465.201,465.997,458.987,455.835,460.287,462.27,460.921,459.932,469.879,473.397,466.86,455.372,464.203,490.18,494.474
D2974_x,489.359,489.661,489.661,489.661,489.661,489.661,489.661,489.661,489.409,492.147,481.135,474.167,480.678,490.348,496.8,475.195,462.057,459.403,459.483,462.056
D2974_y,177.323,176.106,176.106,176.106,176.106,176.106,176.106,176.106,174.936,176.697,180.656,188.202,182.198,198.398,193.357,157.927,149.182,148.152,148.678,148.915
D2975_x,244.708,244.708,244.708,244.708,244.708,244.708,244.708,244.708,244.695,244.474,244.139,244.139,243.737,243.767,243.786,243.789,243.869,243.869,243.869,243.869
D2975_y,35.3229,35.3229,35.3229,35.3229,35.3229,35.3229,35.3229,35.3229,35.3121,35.125,34.844,34.844,34.4998,34.325,34.2377,34.2246,33.8908,33.8908,33.8908,33.8908
D2976_x,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.652,139.125
D2976_y,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,32.4457,30.5557
D2977_x,494.218,494.218,495.052,493.644,491.681,490.764,483.147,483.035,483.68,483.846,483.914,484.504,485.07,488.413,473.485,469.493,444.777,432.331,448.144,461.328
D2977_y,487.398,487.398,485.922,486.893,486.767,492.837,498.695,488.77,489.896,490.154,490.251,489.628,489.257,472.044,462.646,470.382,485.415,476.658,456.902,458.207
D2978_x,204.279,205.97,215.424,223.164,232.768,229.407,223.689,220.932,220.911,220.81,220.81,220.721,220.498,220.505,220.93,223.044,234.702,245.41,252.506,253.215
D2978_y,147.468,148.484,150.874,146.132,137.284,134.513,135.338,136.989,138.146,138.371,138.371,138.673,139.126,139.243,143.09,146.104,143.827,141.065,145.619,148.277
D2979_x,167.223,181.016,195.341,174.834,166.284,165.841,165.902,165.902,165.811,165.811,165.811,165.782,165.784,164.633,161.711,160.239,159.473,153.46,149.557,148.36
D2979_y,155.582,166.028,147.719,131.592,136.405,135.141,134.236,134.235,134.257,134.257,134.257,134.264,134.895,132.828,131.863,132.02,132.397,135.153,135.604,134.195
D2980_x,474.431,483.981,485.502,484.991,486.574,487.786,487.614,486.869,493.462,493.304,494.343,497.296,499.98,497.636,494.597,498.763,496.117,497.444,496.8,489.266
D2980_y,433.133,424.69,421.405,422.384,420.328,420.607,419.443,418.931,411.323,413.464,413.956,408.453,399.649,394.506,400.311,401.235,417.75,394.432,375.448,363.377
D2981_x,263.915,263.429,265.669,276.174,284.344,304.016,292.187,296.366,293.606,293.147,293.147,296.009,295.265,295.103,294.962,295.049,294.861,294.613,295.388,299.004
D2981_y,172.312,172.822,172.137,175.033,175.091,170.947,174.503,164.264,152.691,146.114,146.114,144.688,144.866,144.866,144.206,143.975,142.3,141.974,142.445,136.417
D2982_x,496.328,496.8,496.93,498.721,496.813,496.8,492.145,496.8,496.8,496.8,497.201,492.892,485.857,475.934,459.237,442.852,445.726,445.024,439.673,431.821
D2982_y,390.883,386.251,378.114,387.63,393.529,391.921,379.501,382.777,387.467,387.666,379.982,379.964,368.279,378.643,386.045,386.388,382.159,367.542,363.858,355.993
D2983_x,377.106,375.072,374.991,385.135,392.74,396.081,392.697,383.547,381.375,384.328,384.773,387.481,378.042,381.73,386.714,372.103,361.816,361.4,361.778,356.709
D2983_y,461.065,466.485,470.595,471.499,474.312,477.966,480.133,484.076,481.607,474.817,475.643,482.005,493.525,492.156,496.706,492.393,486.314,482.132,472.409,473.415
D2984_x,245.773,249.506,251.526,253.232,255.807,264.438,265.557,260.226,258.174,258.172,258.086,252.599,250.421,250.385,249.959,249.64,249.574,250.941,250.557,242.281
D2984_y,159.147,157.754,158.382,149.666,144.575,138.342,128.209,119.37,116.132,116.166,116.802,121.549,123.672,123.693,123.972,124.213,124.233,124.565,126.965,134.869
D2985_x,357.986,357.06,357.128,354.818,354.351,350.655,344.933,353.335,369.369,370.02,369.254,372.535,367.445,365.482,364.819,360.296,351.985,342.52,345.376,340.389
D2985_y,240.5,241.732,241.952,243.268,244.384,247.216,254.994,262.645,261.091,267.709,257.092,279.997,285.837,276.271,282.905,284.516,289.433,292.715,294.465,299.941
D2986_x,147.077,155.358,158.137,165.826,148.412,141.984,145.456,137.885,134.383,138.175,140.303,137.304,133.569,125.883,116.049,114.426,105.872,99.8076,91.009,84.4818
D2986_y,299.386,295.367,291.878,295.267,280.37,302.024,311.89,325.051,334.877,334.598,325.524,315.138,323.702,316.653,320.95,329.046,330.769,334.447,341.098,344.887
D2987_x,464.615,464.489,464.489,464.489,464.487,464.487,464.487,464.487,464.487,462.936,463.44,463.557,461.224,460.166,468.875,469.428,466.789,463.364,463.131,461.226
D2987_y,78.9165,79.0109,79.0109,79.0109,79.0065,79.0057,79.0057,79.0057,79.0057,78.0839,78.1485,78.0723,74.345,67.2856,59.104,57.0185,55.1001,55.576,55.3868,53.8043
D2988_x,460.856,464.541,464.611,464.613,464.619,464.624,464.637,464.656,465.907,475.666,475.319,469.582,453.801,425.687,421.055,420.53,418.925,417.359,417.325,417.322
D2988_y,183.173,185.539,185.6,185.598,185.598,185.602,185.612,185.61,194.436,195.52,183.646,199.101,179.054,169.116,179.222,199.972,200.491,201.065,201.075,201.076
D2989_x,348.995,348.92,348.92,348.92,348.92,348.067,346.169,343.877,341.935,331.638,336.709,340.619,340.47,340.47,340.47,341.002,340.741,345.246,338.777,340.379
D2989_y,127.298,124.575,124.576,124.576,124.576,123.577,120.511,110.536,105.177,99.093,98.3061,94.4439,95.5067,95.5067,95.5067,96.2169,96.7579,103.171,102.494,103.569
D2990_x,85.801,80.143,77.8669,76.402,75.0532,73.6961,73.273,73.2633,73.1297,73.1297,73.3142,75.0391,75.0392,75.046,75.0548,75.0704,75.1693,75.3964,76.0381,77.0719
D2990_y,89.3127,77.1288,77.225,76.8443,76.634,76.4998,76.4186,76.2983,76.362,76.362,75.6003,76.137,76.1367,76.1254,76.1108,76.0851,76.0656,76.0602,76.1657,75.9357
D2991_x,344.203,344.203,344.203,344.203,344.203,344.203,344.203,344.203,344.203,344.203,344.203,344.203,344.203,344.203,344.203,344.203,344.203,344.203,343.1,342.891
D2991_y,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5035,26.5314,26.5295
D2992_x,300.852,300.703,300.703,300.703,300.703,304.212,308.936,311.539,311.598,311.843,311.895,311.889,311.698,311.698,311.591,312.83,312.874,315.657,315.172,314.763
D2992_y,57.5411,52.2013,52.2013,52.2013,52.2013,51.1199,51.172,50.8215,50.8097,50.6697,50.6601,50.2793,49.5706,49.5696,49.1321,46.0939,46.0385,40.2028,39.7207,39.5019
D2993_x,132.156,152.051,150.615,163.442,160.223,157.236,161.812,155.324,150.871,151.092,154.252,152.746,142.544,142.687,140.333,134.854,128.962,121.091,114.783,108.737
D2993_y,232.928,246.02,247.109,264.167,287.167,283.447,267.942,265.541,265.867,268.278,272.656,276.094,265.997,270.993,277.173,273.387,270.909,266.487,264.15,259.524
D2994_x,446.789,454.545,449.227,448.617,449.854,449.394,451.3,448.189,448.526,446.026,447.214,450.465,450.707,453.166,467.922,456.728,457.939,466.067,454.279,461.763
D2994_y,408.015,396.297,394.424,399.094,409.158,410.174,417.094,417.056,415.789,406.268,400.323,411.575,410.356,409.147,399.675,403.943,400.694,399.735,397.02,389.794
D2995_x,234.583,228.69,227.801,227.76,227.597,226.986,224.79,221.398,221.819,221.865,221.191,214.148,214.255,214.373,214.38,214.384,214.418,214.619,214.705,214.859
D2995_y,76.5364,77.7437,78.0829,79.0032,79.7564,78.7375,76.1703,72.3917,71.4831,71.5176,71.3002,70.255,69.1286,69.144,69.1454,69.1461,69.0424,68.1912,67.0681,67.6514
D2996_x,179.874,170.374,168.904,169.748,169.858,166.322,162.81,159.138,154.304,153.672,153.873,151.754,161.769,153.693,152.753,156.201,155.682,156.049,152.222,146.53
D2996_y,451.313,455.746,460.585,461.787,461.748,458.12,454.786,449.231,450.852,448.213,441.656,437.695,433.136,434.789,421.626,441.734,438.002,434.335,432.662,433.168
D2997_x,143.973,140.462,135.905,131.231,133.984,134.831,135.393,135.272,137.177,134.229,133.883,136.601,131.879,138.586,139.766,145.754,134.442,141.135,140.291,136.667
D2997_y,378.495,373.685,371.63,369.856,372.568,371.67,371.467,367.843,365.902,370.042,372.089,376.953,395.638,413.956,416.767,423.141,413.018,408.789,407.365,401.33
D2998_x,474.647,474.609,474.609,474.609,474.562,475.424,475.712,476.117,477.246,481.135,485.126,484.117,476.187,484.112,473.251,447.163,444.252,444.435,444.435,442.74
D2998_y,251.484,251.545,251.545,251.545,253.714,253.102,252.839,252.408,252.552,256.312,256.182,261.861,257.368,268.207,278.52,273.06,268.159,264.413,264.413,263.71
D2999_x,419.128,417.907,418.726,420.377,409.101,408.119,413.992,406.083,400.393,398.654,396.03,397.043,396.089,397.246,407.857,394.145,369.244,355.142,363.161,363.018
D2999_y,472.237,482.54,487.714,485.939,492.435,492.321,479.944,481.03,480.332,480.44,481.786,484.062,487.047,487.491,498.062,490.975,493.147,496.662,495.119,491.076
D3000_x,249.286,243.337,245.685,245.92,252.362,246.52,246.435,237.295,227.569,218.171,225.591,234.826,238.251,242.127,240.151,247.849,255.69,262.05,263.339,263.829
D3000_y,392.387,386.721,385.231,395.172,397.123,398.113,398.167,397.494,399.475,402.539,404.451,402.185,405.331,410.875,411.815,412.63,412.232,418.125,417.667,417.36
D3001_x,466.095,466.258,467.215,470.652,473.355,476.595,478.111,477.103,481.26,483.063,478.529,476.739,482.817,489.46,488.484,473.101,474.448,468.272,459.156,442.374
