,0,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950
D3001_y,313.05,312.594,312.439,312.7,312.147,312.015,309.684,303.137,299.916,295.533,295.599,302.689,342.68,339.843,338.309,347.942,346.884,341.799,333.077,330.369
D3002_x,142.121,151.278,153.514,140.314,139.602,141.574,153.078,149.953,137.314,132.175,127.533,125.833,117.45,115.608,115.747,115.446,115.141,112.128,112.376,114.456
D3002_y,296.831,289.474,288.582,287.966,298.802,308.407,312.185,314.101,324.415,319.704,332.573,348.587,346.872,343.008,348.379,346.908,348.71,350.371,342.417,344.991
D3003_x,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265,147.265
D3003_y,4.75134,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133,4.75133
D3004_x,254.983,267.804,264.677,278.627,284.345,299.836,302.172,310.226,315.558,306.419,303.996,305.735,308.438,302.311,297.466,292.679,293.202,294.404,296.958,296.981
D3004_y,416.722,412.881,419.222,431.233,434.855,452.457,456.027,457.109,463.636,469.265,461.342,461.096,463.029,461.194,462.079,454.109,453.159,443.815,439.425,439.37
D3005_x,364.986,373.339,377.318,384.29,396.075,404.765,408.948,411.714,404.952,400.595,403.072,401.936,399.728,404.111,405.661,396.192,397.216,384.906,382.554,380.872
D3005_y,370.208,360.656,353.541,345.239,340.131,338.482,338.022,337.119,338.636,338.584,335.081,337.117,332.136,328.478,344.169,350.932,348.579,349.594,341.503,333.181
D3006_x,33.957,35.9874,35.9874,35.9874,35.9874,35.9874,35.9874,35.9874,35.9874,35.9874,35.9874,35.9874,35.5063,35.4699,35.2946,33.5353,27.9527,21.682,21.5216,28.6018
D3006_y,489.152,490.512,490.512,490.512,490.512,490.512,490.512,490.512,490.512,490.512,490.512,490.512,491.377,491.415,491.579,488.458,489.524,491.311,486.761,489.825
D3007_x,58.5025,58.5026,58.5026,58.5027,58.5027,58.5027,58.5027,58.5028,58.5028,58.5028,58.5028,58.5028,58.5028,58.5028,58.5028,58.3865,58.3392,51.2072,53.9717,68.4604
D3007_y,492.905,492.905,492.905,492.905,492.905,492.905,492.905,492.905,492.905,492.905,492.905,492.905,492.905,492.905,492.905,492.965,492.986,495.432,494.392,484.132
D3008_x,324.855,324.855,324.329,317.758,323.163,320.121,309.939,310.283,313.929,321.207,325.93,315.629,322.348,341.549,354.117,356.836,338.184,342.889,344.36,344.672
D3008_y,482.424,482.424,482.889,485.86,494.722,496.8,491.697,483.796,483.509,474.223,483.267,494.877,498.772,501.887,484.699,494.191,493.878,486.409,490.709,492.692
D3009_x,213.263,209.103,212.738,216.964,222.484,222.726,214.539,200.981,202.251,211.656,222.824,210.067,200.431,192.73,189.713,181.27,178.009,170.52,170.43,173.333
D3009_y,452.451,460.011,464.258,469.519,481.158,489.252,497.746,485.827,487.859,472.001,466.386,467.336,453.48,445.068,442.417,452.878,457.581,450.478,447.842,444.609
D3010_x,356.411,354.618,354.618,354.618,354.618,354.618,356.06,364.687,375.973,386.773,396.738,388.039,377.129,368.568,362.593,361.934,359.897,357.619,357.49,357.49
D3010_y,173.15,173.654,173.654,173.654,173.654,173.654,176.52,190.164,186.533,192.957,187.94,167.589,164.605,170.849,173.047,176.206,175.25,175.438,175.541,175.541
D3011_x,238.372,247.015,247.459,250.386,240.004,246.922,239.679,224.881,220.857,244.928,249.619,260.05,265.452,278.059,273.564,279.321,285.334,301.183,303.701,306.201
D3011_y,312.229,309.835,308.866,311.436,320.609,325.774,308.258,299.272,285.717,280.125,271.047,251.544,253.254,259.33,251.596,240.999,241.866,232.401,219.548,210.9
D3012_x,458.174,465.894,468.083,469.086,470.992,470.662,472.96,474.949,478.199,483.102,484.188,477.42,473.566,482.359,484.188,480.74,477.314,476.226,496.8,486.313
D3012_y,345.164,348.39,345.803,346.511,348.29,348.896,344.25,338.912,340.19,341.792,349.081,348.173,351.306,353.941,353.659,377.37,389.34,411.594,397.809,393.377
D3013_x,213.271,217.939,229.2,234.773,236.317,238.159,216.038,200.802,194.924,189.73,183.399,180.429,169.414,159.355,158.948,150.874,144.117,141.458,138.219,137.769
D3013_y,356.493,355.583,353.737,355.799,352.164,332.384,315.259,300.736,305.561,302.015,289.824,298.483,313.744,313.365,311.099,305.907,303.687,300.413,296.833,292.224
D3014_x,111.346,114.327,117.427,106.529,107.124,103.353,109.784,118.352,117.696,122.979,117.856,116.201,112.61,109.204,107.165,96.8456,90.3366,76.1096,68.3577,61.9686
D3014_y,304.941,314.211,311.141,315.604,322.001,313.05,306.728,316.365,317.247,336.769,336.95,341.617,342.666,344.629,348.087,347.737,344.426,330.642,330.643,332.188
D3015_x,333.736,333.736,329.115,320.8,331.616,334.874,335.942,340.842,345.001,343.739,351.86,348.61,353.429,346.05,349.414,325.826,319.887,314.893,313.976,314.053
D3015_y,467.88,467.88,469.52,473.367,480.606,474.171,480.103,491.944,489.006,479.522,478.379,486.247,496.8,485.32,499.592,494.607,496.8,490.689,485.381,483.297
D3016_x,229.031,221.896,221.617,221.92,222.505,221.846,219.289,215.304,215.108,215.089,214.933,209.0,208.728,208.728,208.728,208.728,208.728,208.728,208.359,203.466
D3016_y,77.6022,77.3465,76.3917,75.89,75.9632,74.9173,72.8995,70.4384,70.6756,70.6987,70.6929,73.8856,74.0843,74.0843,74.0843,74.0842,74.0842,74.0842,74.092,74.1356
D3017_x,63.0902,54.2488,51.986,52.1445,52.0464,52.7932,52.5723,50.7648,48.5105,47.2588,39.6277,39.9668,41.0767,27.3935,27.7071,28.1176,26.6132,26.778,28.8066,27.3588
D3017_y,316.38,333.138,333.821,335.505,335.689,335.806,335.632,337.037,352.349,355.507,350.495,354.215,356.536,356.052,348.258,345.658,336.801,338.587,332.187,329.478
D3018_x,447.884,447.257,447.257,446.756,443.301,442.62,438.891,442.648,457.842,463.216,470.643,471.46,476.291,463.046,477.334,466.213,468.088,468.088,468.088,468.088
D3018_y,250.156,249.883,249.883,248.846,249.337,249.641,247.177,238.267,234.892,225.589,224.62,223.643,207.9,200.161,179.947,196.853,202.727,202.727,202.727,202.727
D3019_x,340.839,346.182,346.269,346.359,346.716,345.374,342.011,339.368,359.19,361.541,380.345,372.719,372.731,374.672,376.089,372.646,369.702,369.609,369.602,369.602
D3019_y,197.099,201.659,201.521,201.556,201.698,203.671,208.827,200.923,204.117,204.199,179.948,168.546,171.923,173.907,175.9,172.832,173.481,173.977,173.97,173.97
D3020_x,257.28,257.956,257.956,254.725,267.125,251.239,270.532,245.841,242.684,241.282,241.242,243.23,246.31,243.875,242.059,242.059,241.198,245.82,238.077,237.474
D3020_y,230.46,228.11,228.11,230.818,242.928,248.988,248.089,239.963,231.486,224.63,224.614,211.952,206.9,204.466,201.778,200.037,207.998,222.27,215.996,205.958
D3021_x,152.967,166.121,173.642,175.211,153.602,155.009,155.277,146.785,142.143,143.973,140.911,136.394,134.536,130.815,117.137,110.627,105.008,99.0271,97.2141,90.8356
D3021_y,236.385,231.914,244.631,257.6,268.966,273.187,265.347,274.944,282.878,289.033,296.763,295.691,303.085,299.579,292.948,293.507,279.816,269.909,258.737,253.229
D3022_x,180.162,184.683,187.085,185.851,182.742,178.907,172.971,168.016,167.225,182.504,179.658,176.606,175.394,159.174,142.451,154.919,151.049,144.696,145.327,145.327
D3022_y,380.752,378.699,374.479,369.713,365.817,362.612,363.524,365.735,363.061,373.145,374.131,383.771,404.007,399.214,400.754,412.679,419.098,426.021,426.07,426.07
D3023_x,54.8814,54.114,54.114,54.114,54.114,54.1139,54.1138,53.7896,49.2169,49.9632,50.6653,52.092,53.9381,55.7608,51.0046,49.033,44.189,44.4168,41.8113,39.2823
D3023_y,398.964,399.329,399.329,399.329,399.329,399.329,399.329,399.192,397.225,392.22,392.844,391.333,390.219,389.115,391.058,389.35,391.822,390.483,387.446,390.172
D3024_x,239.443,238.83,238.484,241.289,246.368,260.361,253.734,252.097,251.33,251.167,251.091,251.097,250.73,250.73,250.73,250.73,250.175,249.486,256.449,259.709
D3024_y,142.399,141.98,140.718,139.6,149.566,143.275,150.509,150.328,152.002,152.91,152.905,153.721,154.029,154.029,154.029,154.029,159.515,159.297,152.485,148.501
D3025_x,382.595,385.937,386.383,379.723,376.469,377.686,380.075,383.607,385.593,384.438,380.444,397.855,386.986,384.062,375.169,371.888,363.089,354.871,351.754,355.997
D3025_y,275.088,272.697,272.72,277.689,275.128,273.856,270.87,276.482,278.008,291.988,288.31,303.157,295.45,281.566,285.181,287.397,288.312,291.436,295.282,297.183
D3026_x,71.5836,72.4888,72.5124,72.5738,72.8004,71.9135,69.8908,68.0191,66.9745,65.7334,57.2894,55.6623,53.0233,50.0922,55.7814,56.8139,59.6219,59.3171,56.0692,41.5797
D3026_y,355.748,356.154,356.163,355.556,353.49,351.819,353.357,355.328,353.388,351.766,354.885,354.834,352.007,347.267,348.83,354.528,346.276,348.504,356.614,351.189
D3027_x,32.9767,23.0761,18.6306,18.3235,18.3782,23.2519,24.9298,23.2844,16.822,12.8825,12.0062,12.8334,12.8466,12.8931,12.8623,12.7897,13.107,12.014,10.0391,9.1722
D3027_y,207.06,207.429,205.267,199.302,195.106,191.253,188.731,185.268,177.735,174.514,174.83,175.655,175.698,175.733,175.731,175.728,177.566,177.935,178.681,178.023
D3028_x,261.025,255.317,252.431,255.744,234.452,218.776,220.541,207.533,189.928,188.553,179.73,175.828,184.75,193.448,199.119,192.04,191.158,192.5,184.176,181.834
D3028_y,316.425,312.48,312.766,314.944,323.514,315.062,303.335,292.32,285.065,296.07,284.924,282.394,290.957,292.923,284.483,284.738,281.529,273.497,279.311,284.783
D3029_x,114.418,107.89,104.628,103.94,103.94,103.94,103.212,102.269,100.722,96.5876,95.4176,94.7121,92.545,84.5747,83.5447,80.3625,74.9563,77.1706,78.5916,76.9609
D3029_y,436.791,440.806,442.022,442.171,442.171,442.171,442.255,443.583,446.532,448.404,448.003,448.144,450.609,450.871,452.098,453.978,453.457,456.159,453.807,449.341
D3030_x,215.077,215.659,216.076,235.335,235.128,227.142,230.82,231.162,230.819,234.28,238.741,243.253,248.832,250.505,254.285,252.045,252.031,259.895,263.178,275.647
D3030_y,255.707,251.923,245.193,251.775,255.404,248.522,237.825,217.821,213.439,208.495,201.128,194.561,189.874,188.038,188.275,186.342,179.49,177.319,181.876,178.299
D3031_x,360.371,362.273,362.274,362.274,362.274,362.274,362.316,363.461,364.293,364.375,364.38,364.59,364.352,364.242,364.242,364.967,365.405,365.767,366.31,366.271
D3031_y,64.0042,61.6966,61.6948,61.6948,61.6948,61.6948,61.5952,59.4915,54.5083,53.5236,53.4394,52.3768,49.6961,49.4301,49.4301,48.4607,46.7733,44.4716,43.0268,43.0109
D3032_x,110.118,108.696,109.252,110.256,112.554,109.266,105.809,101.029,115.7,111.248,120.101,120.669,130.279,126.026,111.368,104.381,102.049,102.333,97.3188,92.6123
D3032_y,334.124,332.273,332.756,333.578,333.451,330.94,326.409,323.139,312.382,311.457,314.549,307.88,307.864,297.745,295.718,295.946,290.156,287.747,285.398,283.377
D3033_x,335.684,338.97,341.818,343.63,344.671,345.194,354.794,357.263,347.869,352.345,362.392,359.854,359.699,349.193,341.975,343.307,345.877,330.133,329.407,334.448
D3033_y,320.04,312.342,308.269,303.618,298.731,293.76,299.922,306.426,300.799,298.411,291.388,288.863,274.194,269.664,283.84,286.814,290.683,290.881,289.543,289.058
D3034_x,397.676,395.092,392.893,390.18,391.834,402.289,413.002,419.742,421.038,419.064,412.449,413.153,415.179,415.754,412.8,409.311,396.482,384.703,382.114,377.96
D3034_y,484.08,490.014,492.324,496.8,498.292,494.963,498.862,496.603,484.622,482.052,472.435,471.21,471.8,488.846,470.44,468.503,458.056,459.205,463.626,460.51
D3035_x,292.313,287.547,282.696,278.492,265.348,264.01,251.262,249.443,249.408,242.948,236.983,239.61,242.303,240.018,238.881,238.683,235.437,236.701,234.15,227.826
D3035_y,331.314,333.295,334.046,330.147,324.257,315.35,312.913,318.886,339.09,320.863,305.332,298.563,292.454,300.048,293.19,288.284,289.111,283.799,282.266,278.744
D3036_x,6.39233,6.39233,6.39233,6.39234,8.49621,8.65011,11.1628,11.2523,11.5873,9.53803,8.94365,5.70756,5.15388,5.8011,3.2,4.07979,3.2,3.2,3.2,2.14455
D3036_y,344.353,344.353,344.353,344.353,344.811,344.776,346.119,346.176,346.394,347.987,351.536,354.88,357.176,362.64,368.563,371.136,370.004,369.677,369.969,376.331
D3037_x,314.903,314.632,313.314,312.708,314.764,328.181,336.223,330.49,328.873,352.829,342.824,350.283,353.796,343.076,344.778,328.511,323.271,314.773,311.332,309.059
D3037_y,285.72,281.667,276.845,272.452,278.984,284.608,275.218,273.109,273.602,288.932,273.494,271.234,271.722,278.188,288.59,291.659,283.299,273.344,269.617,270.536
D3038_x,344.882,343.014,346.184,349.318,351.985,353.947,360.967,364.348,358.659,364.923,373.354,396.89,415.429,389.542,389.942,391.536,394.54,392.77,390.484,389.556
D3038_y,329.047,329.012,323.895,318.251,311.298,305.345,301.445,305.242,303.365,291.572,278.079,267.978,271.861,277.797,275.797,263.143,255.456,255.25,256.062,257.407
D3039_x,411.874,410.598,408.595,406.633,406.058,406.892,414.769,418.666,430.696,441.279,451.663,446.946,443.348,459.328,466.899,491.74,449.128,431.724,436.698,433.114
D3039_y,258.117,261.743,257.912,256.488,258.351,258.242,269.182,267.496,253.766,254.334,259.582,258.37,246.415,268.849,279.297,305.673,316.706,319.946,320.968,327.1
D3040_x,286.18,281.336,275.797,266.822,261.705,272.936,270.195,265.719,251.096,234.636,241.395,242.792,245.071,232.601,243.604,247.467,260.787,263.112,266.532,265.397
D3040_y,345.836,347.98,342.215,334.003,318.995,303.911,308.657,309.892,293.622,293.451,288.995,284.776,286.618,282.819,274.662,268.684,274.369,268.575,267.617,262.561
D3041_x,34.8969,35.4968,34.0093,30.2611,27.9333,24.2759,21.3892,17.2215,18.9483,20.9817,29.4836,32.6073,32.7135,38.6041,39.0545,39.0032,39.4237,42.6285,45.623,45.9092
D3041_y,245.855,242.459,240.08,239.045,239.416,239.769,243.107,240.883,233.525,243.926,243.897,245.317,245.679,246.84,246.282,245.601,245.446,247.419,250.944,251.568
D3042_x,346.435,349.887,349.89,349.89,349.89,349.89,350.14,351.724,351.644,351.997,351.422,353.688,355.08,355.08,355.748,357.76,358.824,360.385,360.65,360.73
D3042_y,77.2664,74.4574,74.4555,74.4555,74.4555,74.4555,74.3863,73.7688,73.4241,72.7819,71.1234,67.2332,67.128,67.128,66.869,65.7216,63.9556,62.3267,62.1476,62.0981
D3043_x,433.656,444.16,452.598,454.67,449.82,444.984,443.494,438.845,427.109,428.752,430.689,432.241,422.958,421.901,435.05,447.192,416.129,415.803,405.429,401.657
D3043_y,426.77,432.735,431.398,432.865,446.014,443.19,442.238,438.105,440.825,439.561,438.998,440.62,450.351,464.51,469.156,476.864,479.482,483.373,476.679,487.362
D3044_x,184.853,184.137,184.137,184.137,184.137,184.137,184.137,184.137,184.137,184.137,184.137,184.137,184.137,184.137,184.137,184.137,184.137,184.137,184.137,184.137
D3044_y,3.93931,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592,3.40592
D3045_x,237.126,243.349,247.643,258.502,256.845,269.307,264.67,269.888,269.441,265.629,264.174,271.491,272.429,272.346,271.445,271.451,272.155,272.667,270.116,267.377
D3045_y,177.013,177.919,175.529,167.671,179.175,168.71,156.183,145.995,139.873,143.179,144.006,139.311,138.074,137.994,137.556,137.543,136.048,134.871,134.544,131.827
D3046_x,242.139,237.521,232.262,227.295,208.52,209.292,189.765,193.834,191.813,200.794,198.991,206.927,202.78,202.197,205.061,204.563,218.26,221.148,222.11,227.576
D3046_y,317.383,322.628,319.209,311.763,323.598,329.515,322.49,319.128,317.17,298.801,296.005,278.463,269.198,260.02,256.56,252.443,250.088,246.78,259.037,259.15
D3047_x,480.247,478.569,478.569,478.569,478.569,478.569,478.569,478.569,478.569,479.695,482.027,483.017,486.824,477.131,480.059,479.357,477.343,477.343,477.343,477.343
D3047_y,89.6576,90.1333,90.1333,90.1333,90.1333,90.1333,90.1333,90.1333,90.1333,87.806,82.3385,81.6895,80.9464,70.3508,67.62,65.1078,64.2625,64.2624,64.2623,64.2622
D3048_x,226.639,221.593,222.889,220.544,220.393,199.499,182.531,178.563,174.191,161.554,159.66,155.643,153.106,146.828,143.401,142.074,138.277,137.961,135.184,131.741
D3048_y,483.161,488.165,492.732,496.603,496.8,496.8,492.236,488.293,488.513,490.478,490.063,487.598,484.967,482.805,480.384,470.793,464.598,465.092,463.538,461.03
D3049_x,314.958,311.158,308.829,306.499,307.128,305.79,307.989,320.217,321.792,327.928,320.466,308.253,310.077,312.034,307.323,306.762,307.156,302.556,305.315,305.51
D3049_y,300.163,297.347,292.923,288.499,283.597,278.584,297.988,307.054,306.987,295.27,292.401,289.919,285.684,280.23,276.243,275.649,274.63,272.246,267.435,265.131
D3050_x,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032,34.1032
D3050_y,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785,39.6785
D3051_x,183.172,192.021,190.607,189.177,183.883,181.299,180.51,181.691,181.73,181.73,181.73,181.704,181.577,181.181,181.102,180.118,179.702,173.942,171.932,172.122
D3051_y,125.566,124.964,110.81,110.015,111.743,115.289,115.398,116.389,116.339,116.339,116.339,116.347,116.273,116.099,116.057,115.77,117.962,126.46,125.749,126.697
D3052_x,393.112,399.94,407.727,417.338,424.994,426.27,424.119,427.558,431.835,435.404,430.762,437.029,445.655,455.627,442.755,435.423,435.036,436.577,444.259,452.061
D3052_y,344.333,336.389,327.913,320.831,320.67,321.49,325.355,333.83,333.008,339.194,343.618,339.378,326.315,334.931,368.949,380.439,376.962,377.455,368.482,352.686
D3053_x,200.16,202.515,190.889,225.207,220.23,213.986,222.387,219.782,221.149,229.137,249.869,241.704,242.278,237.773,235.598,238.77,249.341,240.377,235.558,243.159
D3053_y,220.716,210.857,205.931,220.023,225.199,248.773,260.885,259.407,257.957,259.644,243.915,229.554,219.855,220.15,217.109,217.042,216.995,220.439,221.872,223.77
D3054_x,308.129,308.965,308.965,308.965,309.131,302.686,305.196,317.109,316.602,317.364,317.812,317.281,318.744,318.861,318.997,319.001,319.001,320.939,313.165,311.706
D3054_y,139.55,139.324,139.324,139.324,138.948,123.573,121.346,113.381,110.466,110.773,112.693,112.766,113.773,113.871,114.009,114.015,114.015,113.542,111.113,111.117
D3055_x,345.128,345.174,345.174,345.174,345.174,345.174,345.174,345.174,345.174,345.174,345.174,345.174,345.174,345.174,345.174,345.174,345.174,345.174,345.174,345.174
D3055_y,3.14787,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.20002,3.20005,3.20009,3.20012,3.20018,3.20022,3.20026,3.20033
D3056_x,347.985,347.104,347.219,348.558,351.491,354.181,356.535,356.36,362.654,367.792,367.243,370.869,373.727,376.305,369.229,368.771,359.222,350.985,344.827,339.601
D3056_y,352.034,350.514,346.333,338.741,327.611,318.186,309.921,314.687,315.524,320.341,327.16,331.52,337.902,347.923,345.015,342.945,340.144,336.409,343.106,345.187
D3057_x,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294,57.8294
D3057_y,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655,7.66655
D3058_x,457.237,460.472,463.693,458.806,462.626,461.299,456.234,450.883,445.996,450.439,453.369,458.499,463.401,471.181,466.608,476.389,485.121,485.76,480.51,492.281
D3058_y,421.991,414.533,419.133,416.81,409.937,407.564,407.087,411.25,409.91,402.067,399.158,401.679,411.036,413.088,416.889,429.139,448.694,439.063,440.326,443.951
D3059_x,191.482,194.813,199.468,216.424,231.502,236.459,225.078,220.097,215.19,209.44,215.74,217.624,218.199,204.808,210.785,209.78,215.154,217.735,224.143,225.336
D3059_y,184.875,183.299,185.911,200.507,225.333,233.128,240.652,231.32,228.854,233.398,228.542,234.969,232.522,234.143,235.432,226.253,225.836,216.331,213.562,216.456
